"ID","Citation","Year","Number"
"1444","Pokharel et al.","2018","1"
"1445","Pokharel et al.","2018","1"
"384","Polade et al.","2014","1"
"386","Polade et al.","2014","1"
"387","Polade et al.","2014","1"
"388","Polade et al.","2014","1"
"390","Polade et al.","2014","1"
"394","Polade et al.","2014","1"
"410","Polade et al.","2014","1"
"411","Polade et al.","2014","1"
"412","Polade et al.","2014","1"
"413","Polade et al.","2014","1"
"415","Polade et al.","2014","1"
"423","Polade et al.","2014","1"
"432","Polade et al.","2014","1"
"433","Polade et al.","2014","1"
"445","Polade et al.","2014","1"
"496","Polade et al.","2014","1"
"798","Pons","2021","1"
"799","Pons","2021","1"
"800","Pons","2021","1"
"819","Pons","2021","1"
"820","Pons","2021","1"
"821","Pons","2021","1"
"822","Pons","2021","1"
"859","Pons","2021","1"
"715","Pontifes et al.","2018","1"
"500","Poole et al.","2007","1"
"505","Poole et al.","2007","1"
"1530","Poonam et al.","2018","1"
"780","Portugal","2020","1"
"793","Portugal","2020","1"
"642","Poveda et al.","2020","1"
"672","Poveda et al.","2020","1"
"673","Poveda et al.","2020","1"
"1357","Prabhakar et al.","2014","1"
"738","Prager et al.","2020","1"
"714","Prager et al.","2020","1"
"715","Prager et al.","2020","1"
"721","Prager et al.","2020","1"
"722","Prager et al.","2020","1"
"724","Prager et al.","2020","1"
"725","Prager et al.","2020","1"
"730","Prager et al.","2020","1"
"739","Prager et al.","2020","1"
"745","Prager et al.","2020","1"
"791","Prager et al.","2020","1"
"1290","Priyankari","2016","1"
"1454","Rahman et al.","2019","1"
"1457","Rahman et al.","2019","1"
"203","Rajalahti","2021","1"
"798","Ramirez-Cabral et al.","2017","1"
"802","Ramirez-Cabral et al.","2017","1"
"808","Ramirez-Cabral et al.","2017","1"
"1271","Rattan","2009","1"
"1273","Rattan","2009","1"
"913","Raufu et al.","2018","1"
"914","Raufu et al.","2018","1"
"592","Ravikumar et al.","2016","1"
"608","Ravikumar et al.","2016","1"
"611","Ravikumar et al.","2016","1"
"621","Ravikumar et al.","2016","1"
"170","Raza et al.","2021","1"
"298","Reda et al.","2015","1"
"301","Reda et al.","2015","1"
"303","Reda et al.","2015","1"
"307","Reda et al.","2015","1"
"65","Redfern","2012","1"
"1819","Reed et al .","2022","1"
"1820","Reed et al .","2022","1"
"1821","Reed et al .","2022","1"
"1822","Reed et al .","2022","1"
"1829","Reed et al .","2022","1"
"1335","Reid et al.","2012","1"
"1336","Reid et al.","2012","1"
"1337","Reid et al.","2012","1"
"722","Reyer et al.","2015","1"
"724","Reyer et al.","2015","1"
"745","Reyer et al.","2015","1"
"393","Rios et al.","2021","1"
"547","Rios et al.","2021","1"
"1304","Ristaino et al.","2021","1"
"714","Rivera et al.","2021","1"
"737","Rivera et al.","2021","1"
"738","Rivera et al.","2021","1"
"739","Rivera et al.","2021","1"
"772","Rivera et al.","2021","1"
"780","Rivera et al.","2021","1"
"783","Rivera et al.","2021","1"
"794","Rivera et al.","2021","1"
"428","Rojas","2017","1"
"903","Rojas-Downing et al.","2017","1"
"905","Rojas-Downing et al.","2017","1"
"915","Rojas-Downing et al.","2017","1"
"182","Rosa","2022","1"
"1706","Russo et al.","2017","1"
"2050","Rémy Habou","2017","1"
"2230","Adaawen et al.","2019","1"
"2005","Chapman et al.","2020","1"
"2020","Chapman et al.","2020","1"
"1978","Kuyah et al.","2021","1"
"2014","Ndlela et al.","2022","1"
"1828","Ofori et al.","2021","1"
"918","Safi et al.","2018","1"
"2272","Sagoe","2006","1"
"2273","Sagoe","2006","1"
"2274","Sagoe","2006","1"
"2276","Sagoe","2006","1"
"2277","Sagoe","2006","1"
"2288","Sagoe","2006","1"
"2289","Sagoe","2006","1"
"2291","Sagoe","2006","1"
"2292","Sagoe","2006","1"
"2297","Sagoe","2006","1"
"2298","Sagoe","2006","1"
"2300","Sagoe","2006","1"
"2309","Sagoe","2006","1"
"2310","Sagoe","2006","1"
"2311","Sagoe","2006","1"
"2312","Sagoe","2006","1"
"2315","Sagoe","2006","1"
"2335","Sagoe","2006","1"
"2337","Sagoe","2006","1"
"2339","Sagoe","2006","1"
"2340","Sagoe","2006","1"
"2341","Sagoe","2006","1"
"2348","Sagoe","2006","1"
"2349","Sagoe","2006","1"
"2350","Sagoe","2006","1"
"2358","Sagoe","2006","1"
"2359","Sagoe","2006","1"
"2360","Sagoe","2006","1"
"2362","Sagoe","2006","1"
"2363","Sagoe","2006","1"
"2369","Sagoe","2006","1"
"2371","Sagoe","2006","1"
"2377","Sagoe","2006","1"
"2378","Sagoe","2006","1"
"2380","Sagoe","2006","1"
"798","Sain et al.","2017","1"
"832","Sain et al.","2017","1"
"849","Sain et al.","2017","1"
"850","Sain et al.","2017","1"
"851","Sain et al.","2017","1"
"852","Sain et al.","2017","1"
"678","Salazar","2006","1"
"781","Salmoral et al.","2020","1"
"784","Salmoral et al.","2020","1"
"1984","Sanchez et al.","1997","1"
"1987","Sanchez et al.","1997","1"
"1988","Sanchez et al.","1997","1"
"2008","Sanchez et al.","1997","1"
"881","Sanchez-Garcia","2021","1"
"882","Sanchez-Garcia","2021","1"
"2330","Sanginga","2015","1"
"2332","Sanginga","2015","1"
"1254","Sanjeet Bagcchi","2020","1"
"1261","Sarkar","2020","1"
"1288","Sathyan et al.","2018","1"
"1284","Sathyan et al.","2018","1"
"28","Schneider et al.","2020","1"
"56","Schneider et al.","2020","1"
"681","Schoolmeester et al.","2016","1"
"682","Schoolmeester et al.","2016","1"
"692","Schoolmeester et al.","2016","1"
"693","Schoolmeester et al.","2016","1"
"697","Schoolmeester et al.","2016","1"
"698","Schoolmeester et al.","2016","1"
"704","Schoolmeester et al.","2016","1"
"710","Schoolmeester et al.","2016","1"
"711","Schoolmeester et al.","2016","1"
"712","Schoolmeester et al.","2016","1"
"254","Schreinemachers et al.","2013","1"
"255","Schreinemachers et al.","2013","1"
"256","Schreinemachers et al.","2013","1"
"257","Schreinemachers et al.","2013","1"
"259","Schreinemachers et al.","2013","1"
"261","Schreinemachers et al.","2013","1"
"263","Schreinemachers et al.","2013","1"
"264","Schreinemachers et al.","2013","1"
"275","Schreinemachers et al.","2013","1"
"276","Schreinemachers et al.","2013","1"
"278","Schreinemachers et al.","2013","1"
"279","Schreinemachers et al.","2013","1"
"293","Schreinemachers et al.","2013","1"
"296","Schreinemachers et al.","2013","1"
"300","Schreinemachers et al.","2013","1"
"303","Schreinemachers et al.","2013","1"
"305","Schreinemachers et al.","2013","1"
"306","Schreinemachers et al.","2013","1"
"311","Schreinemachers et al.","2013","1"
"312","Schreinemachers et al.","2013","1"
"1264","SNC","2012","1"
"1270","SNC","2012","1"
"1323","SNC","2012","1"
"1326","SNC","2012","1"
"1362","SNC","2012","1"
"59","Segal","2019","1"
"61","Segal","2019","1"
"82","Segal","2019","1"
"86","Segal","2019","1"
"1870","Sekeris","2011","1"
"581","Sellers and Bilsborrow","2020","1"
"1187","Selvaraju","2013","1"
"130","Sen","2017","1"
"1823","Serdeczny et al.","2017","1"
"1824","Serdeczny et al.","2017","1"
"723","Servin and Mendoza","2014","1"
"1458","Shahid et al.","2021","1"
"1461","Shahid et al.","2021","1"
"1469","Shahid et al.","2021","1"
"1471","Shahid et al.","2021","1"
"1484","Shahid et al.","2021","1"
"1495","Shahid et al.","2021","1"
"1496","Shahid et al.","2021","1"
"1503","Shahid et al.","2021","1"
"1504","Shahid et al.","2021","1"
"1511","Shahid et al.","2021","1"
"1513","Shahid et al.","2021","1"
"1517","Shahid et al.","2021","1"
"1454","Shankar et al.","2014","1"
"1494","Shankar et al.","2014","1"
"1507","Shankar et al.","2014","1"
"741","Sharma and Manjeet","2020","1"
"743","Sharma and Manjeet","2020","1"
"1411","Shi et al.","2021","1"
"567","Silva et al.","2022","1"
"571","Silva et al.","2022","1"
"1876","Simpson et al.","2021","1"
"1908","Simpson et al.","2021","1"
"705","SINAGERD et al.","2014","1"
"707","SINAGERD et al.","2014","1"
"709","SINAGERD et al.","2014","1"
"712","Siraj, et al.","2014","1"
"2241","Sissoko et al.","2010","1"
"1831","Skendžić et al.","2021","1"
"589","Skidmore et al.","2021","1"
"590","Skidmore et al.","2021","1"
"611","Skidmore et al.","2021","1"
"612","Skidmore et al.","2021","1"
"621","Skidmore et al.","2021","1"
"1732","SLAVCHEVSKA et al.","2017","1"
"1772","SLAVCHEVSKA et al.","2017","1"
"18","Smajgl et al.","2015","1"
"23","Smajgl et al.","2015","1"
"2","Smajgl et al.","2015","1"
"1932","SN Hlophe-Ginindza et al.","2020","1"
"1713","Snel et al.","2018","1"
"1715","Snel et al.","2018","1"
"72","SNV","2022","1"
"219","Song et al.","2022","1"
"220","Song et al.","2022","1"
"1491","Sravan and Murthy","2018","1"
"1500","Sravan and Murthy","2018","1"
"1524","Sravan and Murthy","2018","1"
"1529","Sravan and Murthy","2018","1"
"1210","Srinivasarao et al.","2013","1"
"1351","Srinivasrao et al.","2019","1"
"1795","Stathers et al.","2020","1"
"1558","Stavi et al.","2021","1"
"1803","Stoop and Hart","2006","1"
"2361","Ströh de Martínez et al.","2016","1"
"211","Stuecker et al.","2018","1"
"231","Stuecker et al.","2018","1"
"232","Stuecker et al.","2018","1"
"234","Stuecker et al.","2018","1"
"237","Stuecker et al.","2018","1"
"246","Stuecker et al.","2018","1"
"271","Stuecker et al.","2018","1"
"272","Stuecker et al.","2018","1"
"656","Stäubli et al.","2018","1"
"676","Stäubli et al.","2018","1"
"680","Stäubli et al.","2018","1"
"683","Stäubli et al.","2018","1"
"684","Stäubli et al.","2018","1"
"685","Stäubli et al.","2018","1"
"686","Stäubli et al.","2018","1"
"687","Stäubli et al.","2018","1"
"1764","Sugri et al.","2021","1"
"2142","Sugri et al.","2021","1"
"12","Sujariya et al.","2020","1"
"635","Sulca et al.","2018","1"
"636","Sulca et al.","2018","1"
"1494","Suresh et al.","2021","1"
"1496","Suresh et al.","2021","1"
"1498","Suresh et al.","2021","1"
"1499","Suresh et al.","2021","1"
"1501","Suresh et al.","2021","1"
"1510","Suresh et al.","2021","1"
"1521","Suresh et al.","2021","1"
"1528","Suresh et al.","2021","1"
"1298","Swain","2014","1"
"1310","Swain","2014","1"
"1361","Swain","2014","1"
"1527","Swami","2019","1"
"33","Sekiyama","2022","1"
"2088","Tadele","2012","1"
"2091","Tadele","2012","1"
"557","Tapasco et al.","2019","1"
"572","Tapasco et al.","2019","1"
"578","Tapasco et al.","2019","1"
"579","Tapasco et al.","2019","1"
"590","Tapasco et al.","2019","1"
"591","Tapasco et al.","2019","1"
"594","Tapasco et al.","2019","1"
"595","Tapasco et al.","2019","1"
"596","Tapasco et al.","2019","1"
"600","Tapasco et al.","2019","1"
"601","Tapasco et al.","2019","1"
"603","Tapasco et al.","2019","1"
"604","Tapasco et al.","2019","1"
"607","Tapasco et al.","2019","1"
"609","Tapasco et al.","2019","1"
"610","Tapasco et al.","2019","1"
"611","Tapasco et al.","2019","1"
"612","Tapasco et al.","2019","1"
"613","Tapasco et al.","2019","1"
"620","Tapasco et al.","2019","1"
"621","Tapasco et al.","2019","1"
"829","Tapia et al.","2022","1"
"209","Taylor et al.","2016","1"
"212","Taylor et al.","2016","1"
"214","Taylor et al.","2016","1"
"225","Taylor et al.","2016","1"
"229","Taylor et al.","2016","1"
"233","Taylor et al.","2016","1"
"235","Taylor et al.","2016","1"
"295","Taylor et al.","2016","1"
"303","Taylor et al.","2016","1"
"2098","Tesfaye et al.","2015","1"
"684","Fiebig-Wittmaack et al.","2011","1"
"685","Fiebig-Wittmaack et al.","2011","1"
"686","Fiebig-Wittmaack et al.","2011","1"
"687","Fiebig-Wittmaack et al.","2011","1"
"2058","Thierfelder","2021","1"
"2059","Thierfelder","2021","1"
"2060","Thierfelder","2021","1"
"2061","Thierfelder","2021","1"
"2062","Thierfelder","2021","1"
"2063","Thierfelder","2021","1"
"2064","Thierfelder","2021","1"
"2065","Thierfelder","2021","1"
"2066","Thierfelder","2021","1"
"2067","Thierfelder","2021","1"
"2068","Thierfelder","2021","1"
"2069","Thierfelder","2021","1"
"2070","Thierfelder","2021","1"
"2071","Thierfelder","2021","1"
"2072","Thierfelder","2021","1"
"2073","Thierfelder","2021","1"
"2079","Thierfelder","2021","1"
"2080","Thierfelder","2021","1"
"2081","Thierfelder","2021","1"
"2093","Thierfelder","2021","1"
"2096","Thierfelder","2021","1"
"2097","Thierfelder","2021","1"
"2099","Thierfelder","2021","1"
"2100","Thierfelder","2021","1"
"2101","Thierfelder","2021","1"
"2120","Thierfelder","2021","1"
"2121","Thierfelder","2021","1"
"2127","Thierfelder","2021","1"
"2128","Thierfelder","2021","1"
"2129","Thierfelder","2021","1"
"2131","Thierfelder","2021","1"
"2132","Thierfelder","2021","1"
"2135","Thierfelder","2021","1"
"2139","Thierfelder","2021","1"
"2140","Thierfelder","2021","1"
"2143","Thierfelder","2021","1"
"2144","Thierfelder","2021","1"
"2145","Thierfelder","2021","1"
"2146","Thierfelder","2021","1"
"2147","Thierfelder","2021","1"
"2148","Thierfelder","2021","1"
"1773","Thomson et al.","2017","1"
"1776","Thomson et al.","2017","1"
"1538","Thornton et al.","2009","1"
"1540","Thornton et al.","2009","1"
"1548","Thornton et al.","2009","1"
"1549","Thornton et al.","2009","1"
"1550","Thornton et al.","2009","1"
"2","Le Toan et al.","2021","1"
"4","Le Toan et al.","2021","1"
"5","Le Toan et al.","2021","1"
"18","Le Toan et al.","2021","1"
"22","Le Toan et al.","2021","1"
"23","Le Toan et al.","2021","1"
"32","Le Toan et al.","2021","1"
"35","Le Toan et al.","2021","1"
"43","Le Toan et al.","2021","1"
"63","Le Toan et al.","2021","1"
"88","Le Toan et al.","2021","1"
"8","Smajgl et al.","2015","1"
"8","Le Toan et al.","2021","1"
"1979","Liebig et al.","2017","1"
"1265","Tigchelaar et al.","2018","1"
"787","Tiwari and Dinar","2001","1"
"747","Toro-Mujica et al.","2019","1"
"748","Toro-Mujica et al.","2019","1"
"749","Toro-Mujica et al.","2019","1"
"136","Torti","2012","1"
"1457","Toufique et al.","2014","1"
"1461","Toufique et al.","2014","1"
"1501","Toufique et al.","2014","1"
"1528","Toufique et al.","2014","1"
"64","Tran et al.","2019","1"
"554","Tregidgo et al.","2020","1"
"555","Tregidgo et al.","2020","1"
"1537","Tremblay","2016","1"
"1558","Tremblay","2016","1"
"1563","Tremblay","2016","1"
"1665","Tremblay","2016","1"
"193","Truong An","2020","1"
"2249","Tschakert","2007","1"
"2250","Tschakert","2007","1"
"244","Tun et al.","2015","1"
"1593","Turner et al.","2012","1"
"1720","Adhikari et al.","2015","1"
"1016","Grote et al.","2021","1"
"1019","Grote et al.","2021","1"
"1027","Grote et al.","2021","1"
"1030","Grote et al.","2021","1"
"152","UEPA","2017","1"
"1384","Ullah et al.","2021","1"
"1393","Ullah et al.","2021","1"
"1398","Ullah et al.","2021","1"
"1409","Ullah et al.","2021","1"
"1417","Ullah et al.","2021","1"
"1418","Ullah et al.","2021","1"
"1429","Ullah et al.","2021","1"
"173","UN","2017","1"
"198","UN","2017","1"
"451","UN","2021","1"
"1683","UN","2020","1"
"1691","UN","2020","1"
"1755","UN","2020","1"
"1759","UN","2020","1"
"1775","UN","2009","1"
"705","UNDP","2018","1"
"707","UNDP","2018","1"
"709","UNDP","2018","1"
"1996","UNESCO","2006","1"
"2373","UNESCO","2017","1"
"2374","UNESCO","2017","1"
"1832","UNFCCC","2020","1"
"1835","UNFCCC","2020","1"
"1839","UNFCCC","2020","1"
"1844","UNFCCC","2020","1"
"1846","UNFCCC","2020","1"
"1866","UNFCCC","2020","1"
"2053","UNFCCC","2020","1"
"2056","UNFCCC","2020","1"
"2059","UNFCCC","2020","1"
"1845","UNFCCC","2020","1"
"1644","Unganai","2009","1"
"1538","UNHCR","2022","1"
"1563","UNHCR","2022","1"
"1591","UNHCR","2022","1"
"2149","UNHCR","2022","1"
"2171","UNHCR","2022","1"
"2174","UNHCR","2022","1"
"2185","UNHCR","2022","1"
"1722","UNICEF","2019","1"
"2023","UNIDO","2017","1"
"2024","UNIDO","2017","1"
"2166","Urama and Ozor","2010","1"
"195","USAID","2021","1"
"196","USAID","2021","1"
"553","USAID","2018","1"
"554","USAID","2018","1"
"555","USAID","2018","1"
"556","USAID","2018","1"
"557","USAID","2018","1"
"558","USAID","2018","1"
"561","USAID","2018","1"
"562","USAID","2018","1"
"563","USAID","2018","1"
"564","USAID","2018","1"
"566","USAID","2018","1"
"569","USAID","2018","1"
"570","USAID","2018","1"
"572","USAID","2018","1"
"573","USAID","2018","1"
"574","USAID","2018","1"
"576","USAID","2018","1"
"577","USAID","2018","1"
"578","USAID","2018","1"
"579","USAID","2018","1"
"580","USAID","2018","1"
"582","USAID","2018","1"
"584","USAID","2018","1"
"598","USAID","2018","1"
"622","USAID","2018","1"
"637","USAID","2017","1"
"656","USAID","2017","1"
"676","USAID","2017","1"
"680","USAID","2017","1"
"683","USAID","2017","1"
"703","USAID","2017","1"
"2059","USAID","2016","1"
"2060","USAID","2016","1"
"2061","USAID","2016","1"
"2062","USAID","2016","1"
"2063","USAID","2016","1"
"2064","USAID","2016","1"
"2065","USAID","2016","1"
"2067","USAID","2016","1"
"2069","USAID","2016","1"
"2071","USAID","2016","1"
"2072","USAID","2016","1"
"2073","USAID","2016","1"
"2078","USAID","2016","1"
"2080","USAID","2016","1"
"2096","USAID","2016","1"
"2118","USAID","2016","1"
"2131","USAID","2016","1"
"2145","USAID","2016","1"
"2146","USAID","2016","1"
"2147","USAID","2016","1"
"2148","USAID","2016","1"
"2367","Ussiri and Lal","2019","1"
"2011","Ussiri and Lal","2019","1"
"1982","van Velthuizen et al.","2013","1"
"2062","Verhage et al.","2018","1"
"2064","Verhage et al.","2018","1"
"2065","Verhage et al.","2018","1"
"2067","Verhage et al.","2018","1"
"2071","Verhage et al.","2018","1"
"2072","Verhage et al.","2018","1"
"2073","Verhage et al.","2018","1"
"2078","Verhage et al.","2018","1"
"2096","Verhage et al.","2018","1"
"2097","Verhage et al.","2018","1"
"2118","Verhage et al.","2018","1"
"2119","Verhage et al.","2018","1"
"2120","Verhage et al.","2018","1"
"2121","Verhage et al.","2018","1"
"2128","Verhage et al.","2018","1"
"2131","Verhage et al.","2018","1"
"2140","Verhage et al.","2018","1"
"2145","Verhage et al.","2018","1"
"2146","Verhage et al.","2018","1"
"2147","Verhage et al.","2018","1"
"2148","Verhage et al.","2018","1"
"1144","Verner","2012","1"
"1145","Verner","2012","1"
"1150","Verner","2012","1"
"1164","Verner","2012","1"
"1216","Verner","2012","1"
"876","Waha et al.","2017","1"
"881","Waha et al.","2017","1"
"882","Waha et al.","2017","1"
"885","Waha et al.","2017","1"
"886","Waha et al.","2017","1"
"887","Waha et al.","2017","1"
"889","Waha et al.","2017","1"
"891","Waha et al.","2017","1"
"893","Waha et al.","2017","1"
"896","Waha et al.","2017","1"
"897","Waha et al.","2017","1"
"930","Waha et al.","2017","1"
"70","Wang","2020","1"
"2075","WFP","2021","1"
"2076","WFP","2021","1"
"74","WMO","2017","1"
"397","WMO","2022","1"
"402","WMO","2022","1"
"403","WMO","2022","1"
"404","WMO","2022","1"
"406","WMO","2022","1"
"407","WMO","2022","1"
"418","WMO","2022","1"
"422","WMO","2022","1"
"444","WMO","2022","1"
"446","WMO","2022","1"
"498","WMO","2022","1"
"631","WMO","2020","1"
"638","WMO","2020","1"
"639","WMO","2022","1"
"640","WMO","2022","1"
"641","WMO","2022","1"
"643","WMO","2020","1"
"644","WMO","2022","1"
"653","WMO","2022","1"
"654","WMO","2022","1"
"657","WMO","2020","1"
"658","WMO","2022","1"
"659","WMO","2022","1"
"660","WMO","2022","1"
"665","WMO","2022","1"
"671","WMO","2022","1"
"1814","WMO","2022","1"
"1964","WMO","2022","1"
"2176","WMO","2021","1"
"150","WOAH","2022","1"
"151","WOAH","2022","1"
"83","World Bank","2014","1"
"124","World Bank","2015","1"
"191","World Bank","2020","1"
"513","World Bank","2012","1"
"515","World Bank","2012","1"
"909","World Bank","2019","1"
"910","World Bank","2019","1"
"911","World Bank","2019","1"
"912","World Bank","2019","1"
"1024","World Bank","2016","1"
"1156","World Bank","2018","1"
"2048","World Bank","2016","1"
"2107","World Bank","2018","1"
"2267","World Bank","2010","1"
"764","World Bank et al.","2015","1"
"769","World Bank et al.","2014","1"
"773","World Bank et al.","2014","1"
"774","World Bank et al.","2015","1"
"775","World Bank et al.","2015","1"
"782","World Bank et al.","2014","1"
"785","World Bank et al.","2014","1"
"788","World Bank et al.","2014","1"
"791","World Bank et al.","2014","1"
"792","World Bank et al.","2014","1"
"976","World Economic Forum","2019","1"
"475","World Vision","2021","1"
"477","World Vision","2021","1"
"2018","Wudad et al.","2021","1"
"2021","Wudad et al.","2021","1"
"553","WWF","2007","1"
"554","WWF","2007","1"
"555","WWF","2007","1"
"560","WWF","2007","1"
"570","WWF","2007","1"
"585","WWF","2007","1"
"586","WWF","2007","1"
"587","WWF","2007","1"
"588","WWF","2007","1"
"1272","Yadvinder-Singh et al.","2014","1"
"1293","Yan and Alvi","2022","1"
"1297","Yan and Alvi","2022","1"
"22","Yen et al.","2019","1"
"23","Yen et al.","2019","1"
"43","Yen et al.","2019","1"
"46","Yen et al.","2019","1"
"48","Yen et al.","2019","1"
"49","Yen et al.","2019","1"
"50","Yen et al.","2019","1"
"54","Yen et al.","2019","1"
"63","Yen et al.","2019","1"
"77","Yen et al.","2019","1"
"79","Yen et al.","2019","1"
"80","Yen et al.","2019","1"
"81","Yen et al.","2019","1"
"90","Yen et al.","2019","1"
"949","Yigezu et al.","2021","1"
"951","Yigezu et al.","2021","1"
"954","Yigezu et al.","2021","1"
"41","Yuan et al.","2022","1"
"66","Yuan et al.","2022","1"
"1372","Zacharias et al.","2014","1"
"1384","Zacharias et al.","2014","1"
"727","Zazueta-Gutiérrez et al.","2021","1"
"744","Zazueta-Gutiérrez et al.","2021","1"
"791","Zazueta-Gutiérrez et al.","2021","1"
"1452","Zhai and Zhuang","2009","1"
"162","Zhao et al.","2017","1"
"1594","Zougmore et al.","2016","1"
"1657","Zougmore et al.","2016","1"
"1659","Zougmore et al.","2016","1"
"1662","Zougmore et al.","2016","1"
"1663","Zougmore et al.","2016","1"
"1668","Zougmore et al.","2016","1"
"1672","Zougmore et al.","2016","1"
"2172","Zougmore et al.","2016","1"
"2183","Zougmore et al.","2016","1"
"2184","Zougmore et al.","2016","1"
"2186","Zougmore et al.","2016","1"
"2187","Zougmore et al.","2016","1"
"2200","Zougmore et al.","2016","1"
"2207","Zougmore et al.","2016","1"
"2208","Zougmore et al.","2016","1"
"2222","Zougmore et al.","2016","1"
"2231","Zougmore et al.","2016","1"
"2234","Zougmore et al.","2016","1"
"2239","Zougmore et al.","2016","1"
"2243","Zougmore et al.","2016","1"
"1558","Kabede et al.","2021","1"
"1558","Zougmore et al.","2016","1"
"178","ADB","2012","1"
"2245","Addison et al.","2016","1"
"1402","Bijarniya et al.","2020","1"
"1402","Bhatt et al.","2021","1"
"414","Soma","2019","1"
"634","Earth Observatory","2018","1"
"2183","Filho et al.","2020","1"
"1726","Bjornlund et al.","2020","2"
"2109","Cedric et al.","2022","2"
"2110","Cedric et al.","2022","2"
"1959","Chapman et al.","2020","2"
"2058","CIAT and World Bank","2017","2"
"2059","CIAT and World Bank","2017","2"
"2060","CIAT and World Bank","2017","2"
"2061","CIAT and World Bank","2017","2"
"2062","CIAT and World Bank","2017","2"
"2063","CIAT and World Bank","2017","2"
"2064","CIAT and World Bank","2017","2"
"2065","CIAT and World Bank","2017","2"
"2067","CIAT and World Bank","2017","2"
"2068","CIAT and World Bank","2017","2"
"2069","CIAT and World Bank","2017","2"
"2071","CIAT and World Bank","2017","2"
"2072","CIAT and World Bank","2017","2"
"2073","CIAT and World Bank","2017","2"
"2079","CIAT and World Bank","2017","2"
"2080","CIAT and World Bank","2017","2"
"2096","CIAT and World Bank","2017","2"
"2118","CIAT and World Bank","2017","2"
"2119","CIAT and World Bank","2017","2"
"2120","CIAT and World Bank","2017","2"
"2121","CIAT and World Bank","2017","2"
"2128","CIAT and World Bank","2017","2"
"2130","CIAT and World Bank","2017","2"
"2131","CIAT and World Bank","2017","2"
"2132","CIAT and World Bank","2017","2"
"2133","CIAT and World Bank","2017","2"
"2134","CIAT and World Bank","2017","2"
"2135","CIAT and World Bank","2017","2"
"2139","CIAT and World Bank","2017","2"
"2140","CIAT and World Bank","2017","2"
"2143","CIAT and World Bank","2017","2"
"2144","CIAT and World Bank","2017","2"
"2145","CIAT and World Bank","2017","2"
"2146","CIAT and World Bank","2017","2"
"2147","CIAT and World Bank","2017","2"
"2148","CIAT and World Bank","2017","2"
"1779","Coulibaly et al.","2022","2"
"1782","Coulibaly et al.","2022","2"
"1312","Deepak and Prasanta","2017","2"
"144","Devendra","2012","2"
"1743","Diogo et al.","2022","2"
"222","Dixon et al.","2001","2"
"232","Dixon et al.","2001","2"
"237","Dixon et al.","2001","2"
"247","Dixon et al.","2001","2"
"256","Dixon et al.","2001","2"
"259","Dixon et al.","2001","2"
"261","Dixon et al.","2001","2"
"264","Dixon et al.","2001","2"
"272","Dixon et al.","2001","2"
"277","Dixon et al.","2001","2"
"279","Dixon et al.","2001","2"
"281","Dixon et al.","2001","2"
"283","Dixon et al.","2001","2"
"285","Dixon et al.","2001","2"
"286","Dixon et al.","2001","2"
"288","Dixon et al.","2001","2"
"290","Dixon et al.","2001","2"
"291","Dixon et al.","2001","2"
"292","Dixon et al.","2001","2"
"293","Dixon et al.","2001","2"
"299","Dixon et al.","2001","2"
"300","Dixon et al.","2001","2"
"302","Dixon et al.","2001","2"
"304","Dixon et al.","2001","2"
"306","Dixon et al.","2001","2"
"308","Dixon et al.","2001","2"
"309","Dixon et al.","2001","2"
"311","Dixon et al.","2001","2"
"312","Dixon et al.","2001","2"
"780","Dixon et al.","2001","2"
"927","Dixon et al.","2001","2"
"939","Dixon et al.","2001","2"
"943","Dixon et al.","2001","2"
"949","Dixon et al.","2001","2"
"952","Dixon et al.","2001","2"
"953","Dixon et al.","2001","2"
"955","Dixon et al.","2001","2"
"956","Dixon et al.","2001","2"
"958","Dixon et al.","2001","2"
"959","Dixon et al.","2001","2"
"960","Dixon et al.","2001","2"
"961","Dixon et al.","2001","2"
"962","Dixon et al.","2001","2"
"963","Dixon et al.","2001","2"
"964","Dixon et al.","2001","2"
"968","Dixon et al.","2001","2"
"1474","Dixon et al.","2001","2"
"1500","Dixon et al.","2001","2"
"1510","Dixon et al.","2001","2"
"1514","Dixon et al.","2001","2"
"1523","Dixon et al.","2001","2"
"1532","Dixon et al.","2020","2"
"1533","Dixon et al.","2020","2"
"1538","Dixon et al.","2020","2"
"1549","Dixon et al.","2020","2"
"1550","Dixon et al.","2020","2"
"1551","Dixon et al.","2020","2"
"1556","Dixon et al.","2020","2"
"1557","Dixon et al.","2020","2"
"1558","Dixon et al.","2020","2"
"1560","Dixon et al.","2020","2"
"1561","Dixon et al.","2020","2"
"1563","Dixon et al.","2020","2"
"1565","Dixon et al.","2020","2"
"1571","Dixon et al.","2020","2"
"1592","Dixon et al.","2020","2"
"1607","Dixon et al.","2020","2"
"1593","Dixon et al.","2020","2"
"1594","Dixon et al.","2020","2"
"1595","Dixon et al.","2020","2"
"1596","Dixon et al.","2020","2"
"1597","Dixon et al.","2020","2"
"1606","Dixon et al.","2020","2"
"1611","Dixon et al.","2020","2"
"1612","Dixon et al.","2020","2"
"1613","Dixon et al.","2020","2"
"1614","Dixon et al.","2020","2"
"1615","Dixon et al.","2020","2"
"1624","Dixon et al.","2020","2"
"1628","Dixon et al.","2020","2"
"1631","Dixon et al.","2020","2"
"1633","Dixon et al.","2020","2"
"1635","Dixon et al.","2020","2"
"1643","Dixon et al.","2020","2"
"1644","Dixon et al.","2020","2"
