TempCount,"FS name","FS macro region","From","Link type","To","Description","Citation","Year","URL","ID"
1208,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Eitzinger et al.","2012","https://cgspace.cgiar.org/handle/10568/34958","798"
1209,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Eash et al.","2019","https://www.researchgate.net/publication/335664390_Factors_contributing_to_maize_and_bean_yield_gaps_in_Central_America_vary_with_site_and_agroecological_conditions","798"
1210,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","798"
1211,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","798"
1212,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Ramirez-Cabral et al.","2017","https://www.nature.com/articles/s41598-017-05804-0","798"
1213,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Reduced crop productivity/failure","Drought conditions have negative impacts on the biomass production, flowering and yields of maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025. 

","Donatti et al.","2018","https://www.tandfonline.com/doi/full/10.1080/17565529.2018.1442796","798"
1214,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Reduced crop productivity/failure","Hurricanes have had significant impacts on smallholder farmers' livelihoods in recent years, with strong winds and torrential rainfall destroying ‘milpas’ (small fields where farmers cultivate basic grains), resulting in significant crop damage or crop failure. Of 860 smallholder farmers surveyed in Guatemala, Honduras and Costa Rica, 50.9% of all maize farmers reported losses of > 50% of their crop due to extreme weather events, and an additional 37.6% reported losses of 25–50% of their crop. Bean production was also significantly impacted, with 44.8% of farmers reporting losses of more than half their crop due to extreme weather events.","Pons","2021","https://reliefweb.int/report/guatemala/climate-extremes-food-insecurity-and-migration-central-america-complicated-nexus","799"
1215,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Reduced crop productivity/failure","Hurricanes have had significant impacts on smallholder farmers' livelihoods in recent years, with strong winds and torrential rainfall destroying ‘milpas’ (small fields where farmers cultivate basic grains), resulting in significant crop damage or crop failure. Of 860 smallholder farmers surveyed in Guatemala, Honduras and Costa Rica, 50.9% of all maize farmers reported losses of > 50% of their crop due to extreme weather events, and an additional 37.6% reported losses of 25–50% of their crop. Bean production was also significantly impacted, with 44.8% of farmers reporting losses of more than half their crop due to extreme weather events.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","799"
1216,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Reduced crop productivity/failure","Hurricanes have had significant impacts on smallholder farmers' livelihoods in recent years, with strong winds and torrential rainfall destroying ‘milpas’ (small fields where farmers cultivate basic grains), resulting in significant crop damage or crop failure. Of 860 smallholder farmers surveyed in Guatemala, Honduras and Costa Rica, 50.9% of all maize farmers reported losses of > 50% of their crop due to extreme weather events, and an additional 37.6% reported losses of 25–50% of their crop. Bean production was also significantly impacted, with 44.8% of farmers reporting losses of more than half their crop due to extreme weather events.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","799"
1217,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Reduced crop productivity/failure","Hurricanes have had significant impacts on smallholder farmers' livelihoods in recent years, with strong winds and torrential rainfall destroying ‘milpas’ (small fields where farmers cultivate basic grains), resulting in significant crop damage or crop failure. Of 860 smallholder farmers surveyed in Guatemala, Honduras and Costa Rica, 50.9% of all maize farmers reported losses of > 50% of their crop due to extreme weather events, and an additional 37.6% reported losses of 25–50% of their crop. Bean production was also significantly impacted, with 44.8% of farmers reporting losses of more than half their crop due to extreme weather events.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","799"
1218,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Increased flooding
","Catastrophic climatic events such as the flooding following hurricanes Eta and Iota in 2020 have devastating effects on farmers’ livelihoods impacting their food security.","Pons","2021","https://reliefweb.int/report/guatemala/climate-extremes-food-insecurity-and-migration-central-america-complicated-nexus","800"
1219,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Crop stress/damage/mortality","Hurricanes have had significant impacts on smallholder farmers' livelihoods in recent years, with strong winds and torrential rainfall destroying coffee plantations and ‘milpas’ (the small fields where farmers cultivate basic grains), causing leaves, flowers and coffee cherries to drop from coffee plantations and resulting in significant grain crop damage and even failure.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","801"
1220,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced crop productivity/failure","Climate models project increases in mean temperatures for the region. Rising temperatures are known to negatively affect the biomass production, flowering and yields of maize and beans. High temperatures, especially night temperatures above 18 °C, reduce growth and damage the reproductive stages of both maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","802"
1221,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced crop productivity/failure","Climate models project increases in mean temperatures for the region. Rising temperatures are known to negatively affect the biomass production, flowering and yields of maize and beans. High temperatures, especially night temperatures above 18 °C, reduce growth and damage the reproductive stages of both maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025.","Eitzinger et al.","2012","https://cgspace.cgiar.org/handle/10568/34958","802"
1222,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced crop productivity/failure","Climate models project increases in mean temperatures for the region. Rising temperatures are known to negatively affect the biomass production, flowering and yields of maize and beans. High temperatures, especially night temperatures above 18 °C, reduce growth and damage the reproductive stages of both maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","802"
1223,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced crop productivity/failure","Climate models project increases in mean temperatures for the region. Rising temperatures are known to negatively affect the biomass production, flowering and yields of maize and beans. High temperatures, especially night temperatures above 18 °C, reduce growth and damage the reproductive stages of both maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","802"
1224,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced crop productivity/failure","Climate models project increases in mean temperatures for the region. Rising temperatures are known to negatively affect the biomass production, flowering and yields of maize and beans. High temperatures, especially night temperatures above 18 °C, reduce growth and damage the reproductive stages of both maize and beans. It is projected that by 2025, bean production in Central America could be reduced by more than 20%. Nicaragua and Honduras, the main bean-producing countries, can expect yield losses of 14%. El Salvador will suffer a reduction of 7%, but Guatemala might increase its overall production because of its highlands. In Honduras, El Salvador and Nicaragua, and in poor soil simulations, maize yields are expected to decline by more than 15% by 2025.","Ramirez-Cabral et al.","2017","https://www.nature.com/articles/s41598-017-05804-0","802"
1225,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced produce quality","Rising temperatures are known to negatively affect bean quality. Higher ambient temperatures speed up the ripening of coffee berries, leading to poorer quality. Moreover, high-value arabica coffee, especially the type for lucrative specialty markets, requires lower temperatures than the less valuable robusta coffee.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","803"
1226,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Reduced produce quality","Rising temperatures are known to negatively affect bean quality. Higher ambient temperatures speed up the ripening of coffee berries, leading to poorer quality. Moreover, high-value arabica coffee, especially the type for lucrative specialty markets, requires lower temperatures than the less valuable robusta coffee.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","803"
1227,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Damage to infrastructure","Farmers are routinely affected by hurricane damage to roads, bridges and farm infrastructure, which disrupts crop harvest, processing and transportation.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","804"
1228,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Reduced crop productivity/failure","Climate models project more erratic rainfall with direct impacts on crop productivity. Recent studies suggest that by 2025 climate change may reduce bean production in Central America by more than 20% and maize yields by as much as 15% in Honduras, El Salvador, and Nicaragua. Smallholder farmers in Guatemala, Honduras and Costa Rica attributed reductions in crop yields to changing precipitation patterns. In 2018, a delayed start to the rainy season in the Dry Corridor ruined up to 70% of subsistence farmers’ first harvest, while in contrast too much rainfall damaged up to 50% of the second harvest.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","805"
1229,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Reduced produce quality","The coffee production cycle is highly dependent on rainfall patterns. Flowering is triggered by the first rains but if the season becomes too dry or too wet the coffee flowers and fruits may dehisce or not grow to full size. Stunted fruits produce small, low quality beans, which fetch lower prices.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","806"
1230,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder production across the region. For example, increasing average temperatures are expected to decrease the area suitable for coffee and effectively move production up the altitudinal gradient to cooler climates. Crop suitability models indicate that 40% or more of the current coffee growing areas in Nicaragua, Costa Rica and El Salvador will lose suitability for coffee production by 2050.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","807"
1231,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder production across the region. For example, increasing average temperatures are expected to decrease the area suitable for coffee and effectively move production up the altitudinal gradient to cooler climates. Crop suitability models indicate that 40% or more of the current coffee growing areas in Nicaragua, Costa Rica and El Salvador will lose suitability for coffee production by 2050.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","807"
1232,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder production across the region. For example, increasing average temperatures are expected to decrease the area suitable for coffee and effectively move production up the altitudinal gradient to cooler climates. Crop suitability models indicate that 40% or more of the current coffee growing areas in Nicaragua, Costa Rica and El Salvador will lose suitability for coffee production by 2050.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","807"
1233,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder maize and bean production across the region. Mexico may preserve some optimal and medium suitability areas.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","808"
1234,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder maize and bean production across the region. Mexico may preserve some optimal and medium suitability areas.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","808"
1235,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Change in production zone suitability","Climate change is likely to alter the areas suitable for smallholder maize and bean production across the region. Mexico may preserve some optimal and medium suitability areas.","Ramirez-Cabral et al.","2017","https://www.nature.com/articles/s41598-017-05804-0","808"
1236,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in pests","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of pest outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests (e.g. fall armyworm) and diseases over the past 10 years.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","809"
1237,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in pests","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of pest outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests (e.g. fall armyworm) and diseases over the past 10 years.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","809"
1238,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","810"
1239,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Eash et al.","2019","https://www.researchgate.net/publication/335664390_Factors_contributing_to_maize_and_bean_yield_gaps_in_Central_America_vary_with_site_and_agroecological_conditions","810"
1240,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","810"
1241,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Changing precipitation patterns may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Donatti et al.","2018","https://www.tandfonline.com/doi/full/10.1080/17565529.2018.1442796","810"
1242,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Increase in pests","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Increasing average temperatures may indirectly affect crop production by altering the incidence and severity of pest outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests (e.g. fall armyworm) and diseases over the past 10 years.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","811"
1243,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Increase in pests","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Increasing average temperatures may indirectly affect crop production by altering the incidence and severity of pest outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests (e.g. fall armyworm) and diseases over the past 10 years.","Eash et al.","2019","https://www.researchgate.net/publication/335664390_Factors_contributing_to_maize_and_bean_yield_gaps_in_Central_America_vary_with_site_and_agroecological_conditions","811"
1244,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Increasing average temperatures  may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","812"
1245,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Increase in diseases","While pest and disease control are not a new concern for farmers, changing precipitation patterns and increasing average temperatures are worsening the issue by altering the distribution, population dynamics and frequency of incidence. Increasing average temperatures  may indirectly affect crop production by altering the incidence and severity of disease outbreaks. For example, in Central America, smallholder farmers (n=860) attributed increases in pest and disease outbreaks to climate change, with 73.9% of coffee farmers, 78.4% of maize farmers and 67.9% of bean farmers reporting climate associated increases in crop pests and diseases over the past 10 years. Tar spot complex had a devastating effect on maize production in southern Mexico in the 1980s, but its presence in La Libertad and El Paraíso is relatively recent.","Eash et al.","2019","https://www.researchgate.net/publication/335664390_Factors_contributing_to_maize_and_bean_yield_gaps_in_Central_America_vary_with_site_and_agroecological_conditions","812"
1246,"Maize-beans (Mesoamerica)","LAC","Increase in extreme rainfall events","Leads to","Reduced crop productivity/failure","In Acatenango, Guatemala, hurricanes and heavy rainfall were reported as the main climate related challenges. Of 860 smallholder farmers surveyed in Guatemala, Honduras and Costa Rica, 50.9% of all maize farmers reported losses of > 50% of their crop due to extreme weather events, and an additional 37.6% reported losses of 25–50% of their crop. Bean production was also significantly impacted, with 44.8% of farmers growing beans reporting losses of more than half their crop. Most smallholder farmers attributed reductions in crop yields to changing precipitation patterns.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","813"
1247,"Maize-beans (Mesoamerica)","LAC","Increase in extreme rainfall events","Leads to","Increased flooding
","Catastrophic climatic events such as flooding following heavy rainfall events have devastating effects on farmers’ livelihoods impacting their food security.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","814"
1248,"Maize-beans (Mesoamerica)","LAC","Increase in extreme rainfall events","Leads to","Reduced produce quality","The production cycle of coffee is highly dependent on rainfall patterns. Flowering is triggered by the first rains, but if the season becomes too dry or too wet, coffee flowers and fruits may not grow to full size. Stunted fruits give smaller, low quality beans, which fetch lower prices.","Imbach et al.","2017","https://link.springer.com/article/10.1007/s10584-017-1920-5","815"
1249,"Maize-beans (Mesoamerica)","LAC","Increasingly erratic rainfall","Leads to","Unpredictable planting period","Increasingly erratic and unpredictable rains at the start of the season are affecting the ability of farmers in Central America to determine appropriate planting dates and manage risk.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","816"
1250,"Maize-beans (Mesoamerica)","LAC","Decrease in average precipitation","Leads to","Increase in soil water deficit","As warming progresses and rainfall events become less frequent, evaporative losses are increasing and soil moisture is declining.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","817"
1251,"Maize-beans (Mesoamerica)","LAC","Increase in average temperatures","Leads to","Increase in soil water deficit","As warming progresses and rainfall events become less frequent, evaporative losses are increasing and soil moisture is declining.","Gourdji et al.","2015","https://www.sciencedirect.com/science/article/pii/S0168192314002536","818"
1252,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Increase in food insecurity","Catastrophic climatic events such as drought have devastating effects on smallholder farmers’ livelihoods, impacting their food security. Drought has a considerable impact on maize and bean yields at the household level, especially in terms of access to food and the stability of food supplies. For example, the 2014-2016 droughts in the dry Pacific region of Central America resulted in 1.6 million people becoming food insecure and 3.5 million requiring humanitarian assistance. The Government of Guatemala distributed food aid to over 290,000 affected families in 2014  and programmes were reinstated in 2015. The drought resulted in losses in agricultural production which affected the availability and access to staple crops, primarily maize and beans, enhancing the vulnerabilities of a country where almost a third of the population (30.7%) was already food insecure. Furthermore, studies in Guatemala suggest that there is a close relationship between precipitation extremes, crop failure and hunger, particularly in children under five years of age.","Pons","2021","https://reliefweb.int/report/guatemala/climate-extremes-food-insecurity-and-migration-central-america-complicated-nexus","819"
1253,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Increase in food insecurity","Catastrophic climatic events such as drought have devastating effects on smallholder farmers’ livelihoods, impacting their food security. Drought has a considerable impact on maize and bean yields at the household level, especially in terms of access to food and the stability of food supplies. For example, the 2014-2016 droughts in the dry Pacific region of Central America resulted in 1.6 million people becoming food insecure and 3.5 million requiring humanitarian assistance. The Government of Guatemala distributed food aid to over 290,000 affected families in 2014  and programmes were reinstated in 2015. The drought resulted in losses in agricultural production which affected the availability and access to staple crops, primarily maize and beans, enhancing the vulnerabilities of a country where almost a third of the population (30.7%) was already food insecure. Furthermore, studies in Guatemala suggest that there is a close relationship between precipitation extremes, crop failure and hunger, particularly in children under five years of age.","Harvey et al.","2018","https://agricultureandfoodsecurity.biomedcentral.com/articles/10.1186/s40066-018-0209-x","819"
1254,"Maize-beans (Mesoamerica)","LAC","Increase in drought events","Leads to","Increase in food insecurity","Catastrophic climatic events such as drought have devastating effects on smallholder farmers’ livelihoods, impacting their food security. Drought has a considerable impact on maize and bean yields at the household level, especially in terms of access to food and the stability of food supplies. For example, the 2014-2016 droughts in the dry Pacific region of Central America resulted in 1.6 million people becoming food insecure and 3.5 million requiring humanitarian assistance. The Government of Guatemala distributed food aid to over 290,000 affected families in 2014  and programmes were reinstated in 2015. The drought resulted in losses in agricultural production which affected the availability and access to staple crops, primarily maize and beans, enhancing the vulnerabilities of a country where almost a third of the population (30.7%) was already food insecure. Furthermore, studies in Guatemala suggest that there is a close relationship between precipitation extremes, crop failure and hunger, particularly in children under five years of age.","Eitzinger et al.","2012","https://cgspace.cgiar.org/handle/10568/34958","819"
1255,"Maize-beans (Mesoamerica)","LAC","Increase in tropical cyclones/hurricanes","Leads to","Increase in food insecurity","Catastrophic climatic events such as the flooding in Central America following Hurricanes Eta and Iota in 2020, have devastating effects on farmers’ livelihoods impacting their food security.  For example, a survey of farmers in Guatemala, Honduras and Costa Rica found that 47% of maize and bean farmers had experienced food shortages following extreme weather events. The food security of smallholder basic grain farmers was worse affected than that of coffee farmers (47% of grain farmers as opposed to 15.1% of coffee farmers) and they experienced a greater loss of household income. The impact severity varied by country, with smallholder farmers in Costa Rica much less likely to be food insecure following extreme weather events than farmers in Honduras or Guatemala. This was attributed to Costa Rican farmers having higher education levels, better homes and better access to services (e.g. communication, electricity and water).","Pons","2021","https://reliefweb.int/report/guatemala/climate-extremes-food-insecurity-and-migration-central-america-complicated-nexus","820"
