Resource,Tags,ID
"IPCC, 2014",Human capacity; governance; Institution and policy,965
"DST, 2020",Human capacity; finance; institution and policy; Technology,966
"Mohanty & Wadhawan, 2021",Human capacity; governance; ; institution and policy,967
"IPCC, 2014",Human capacity; governance; Institution and policy,967
"DST, 2020",Human capacity; governance; Institution and policy,968
"Second National Communication, 2012",Human capacity,969
,,970
"Dixon et al., 2001",Governance; institutions and policy,971
,,972
"DST, 2020; Swain, 2014; Aryal, et. al.,","Finance, institutions and policy",973
"DST, 2020; Swain, 2014; Aryal, et. al.,","Finance, institutions and policy",973
"Dixon et al., 2001",Governance; institutions and policy; infrastructure,974
"ADB, 2014",Pests and diseases,975
"Mohanty & Wadhawan, 2021",Technology; research and development; infrastructure; Weather and environment,976
"Dixon et al., 2001",Human capacity; infrastructure,977
"Dixon et al., 2001",Human capacity,978
"Dixon et al., 2001",Governance; infrastructure,979
"Dixon et al., 200",Governance; institutions and policy,980
"DST, 2020; Swain, 2014; Aryal, et. al.,","Finance, institutions and policy",981
"DST, 2020; Swain, 2014; Aryal, et. al.,","Finance, institutions and policy",981
"Dixon et al., 2001; USAID, 2017",Human capacity; finance,982
"Reserve Bank of India, 2018",Human capacity,982
"DST, 2020; Aryal, et. al., 2020","Finance, institutions and policy",983
"INDC, 2016",Agroforestry; farm level; community level; partnerships required; conservation agriculture,984
,,985
,,986
"Dixon et al., 2001",Conservation agriculture;,987
"Dixon et al., 2001",Conservation agriculture;,988
,,989
"Dixon et al., 2001","Research and development; Technology; Institutions and policy; Network dependent; ",990
"Dixon et al., 2001",Research and development; partnerships required,990
"ADB, 2017","Finance; Capacity building; ",991
"GIZ, 2019; Second National Communication, 2012",Capacity building; Conservation agriculture;,992
"Second National Communication, 2012",Farm-level; Community-level; Policy-level; Network dependent; Partnership required,993
"Aryal, 2020",Human capacity; farm level; community level,994
,,995
,,996
,,997
,,998
,,999
,,1000
,,1001
,,1002
,,1003
"GIZ, 2019",Community-level; Network dependent;  Partnership required,1004
"Reid et al., 2012",Community-level; Network dependent;  Partnership required,1005
"Dixon et al., 2001","Research and development; Technology; Institutions and policy; Network dependent; ",1006
"Dixon et al., 2001",Research and development; partnerships required,1006
"DST, 2020",Institutions and policy; policy level; partnerships required,1007
,Policy-leve; Institutions and policy,1008
"World bank, 2021",Technology; Network dependent;  Partnership required; community level,1009
,,1010
,,1011
,,1012
,,1013
,Capacity building; Infrastructure; Community-level,1014
"DST, 2020; Swain, 2014",finance; community level; institutions and policy,1015
"GIZ, 2019",Ecosystem-based adaptation; community level,1016
"Second National Communication, 2012",Community-level;,1017
,,1018
,,1019
,,1020
,,1021
,,1022
,,1023
"(Aryal et al., 2019); (Arshad et al., 2016); (Zacharias et al., 2014);  (Daloz et al., 2021)",Temperature related,1024
"(Arshad et al., 2016); (Zacharias et al., 2014)",Temperature related,1025
"(Zacharias et al., 2014); (Bhatla et al., 2019); (Daloz et al., 2021)",Rainfall related,1026
"(Bhatla et al., 2019); (Daloz et al., 2021)",Rainfall related,1027
"(Bhatla et al., 2019); (Daloz et al., 2021)",Rainfall related,1028
"(Bhatt et al., 2016); (Arshad et al., 2016)",Pests and diseases; Biophysical,1029
"(Aryal et al., 2019)",Pests and diseases; Biophysical,1030
"(Bhatt et al., 2016); (Magar et al., 2022); (Bhatt et al., 2021); (Pokharel et al., 2018); (Dhanda et al., 2022)",Biophysical,1031
"(Aryal et al., 2019)",Biophysical,1032
"(Aryal et al., 2019);  (Arshad et al., 2016)",Biophysical,1033
"(Aryal et al., 2019)",Biophysical,1034
"(Aryal et al., 2019)",Biophysical,1035
"(Arshad et al., 2016)",Biophysical,1036
"(Bhatt et al., 2016)",Biophysical,1037
"(Ullah et al., 2021)",Biophysical,1038
"(Bhatt et al., 2016); (Venus et al., 2022)",Pests and diseases; Biophysical,1039
"(Arshad et al., 2016)",Socioeconomic,1040
"(Bhatt et al., 2016); (Arshad et al., 2016)",Socioeconomic,1041
"(Aryal et al., 2019)",Socioeconomic; Finance,1042
"(Aryal et al., 2019); (Dixon et al., 2001)",Socioeconomic,1043
"(Aryal et al., 2019)",Socioeconomic,1044
"(Bhatt et al., 2016); (Mishra et al., 2021); (Bijarniya, 2020)",Human capacity,1045
"(Bhatt et al., 2016)",Human capacity,1046
"(Bijarniya, 2020)",Human capacity,1047
"(Mojid & Mainuddin, 2021)",Governance; Institutions and policy,1048
"(Aryal et al., 2019); (Magar et al., 2022)",Finance,1049
"(Mishra et al., 2021); (Bhatt et al., 2016); (Ullah et al., 2021); (Pokharel et al., 2018); (Dhanda et al., 2022)",Biophysical,1050
"(Mishra et al., 2021); (Bhatt et al., 2016); (Bhatt et al., 2021); (Mojid & Mainuddin, 2021); (Ullah et al., 2021)",Biophysical,1051
"(Bhatt et al., 2016)",Biophysical,1052
"(Bhatt et al., 2016); (Bhatt et al., 2021); (Ullah et al., 2021)",Pests and diseases; Biophysical,1053
"(Bhatt et al., 2016); (Mishra et al., 2021); (Ullah et al., 2021)",Biophysical; Weather and environment,1054
"(Mishra et al., 2021); (Pokharel et al., 2018)",Biophysical,1055
"(Bhatt et al., 2016); (Bhatt et al., 2021); (Ullah et al., 2021)",Pests and diseases; Biophysical,1056
"(Arshad et al., 2016); (Dhanda et al., 2022)",Socioeconomic,1057
"(Bhatt et al., 2016); (Arshad et al., 2016); (Ullah et al., 2021); (Pokharel et al., 2018)",Socioeconomic,1058
"(Mishra et al., 2021)",Socioeconomic,1059
"(Mishra et al., 2021); (Chandel et al., 2022)",Institutions and policy,1060
"(Mishra et al., 2021); (Krishna et al., 2022)",Technology,1061
"(Mishra et al., 2021); (Pokharel et al., 2018)",Governance; Institutions and policy,1062
"(Arshad et al., 2016)",Climate-smart agriculture; Infrastructure; Farm-level,1063
"(Arshad et al., 2016)",Climate-smart agriculture; Farm-level,1064
"(Arshad et al., 2016)",Climate-smart agriculture; Farm-level,1065
"(Bijarniya, 2020); (Bhatt et al., 2016); (Ullah et al., 2021)",Climate-smart agriculture; Farm-level,1066
"(Bhatt et al., 2016); (Mishra et al., 2021); (Magar et al., 2022); (Bhatt et al., 2021); (Pokharel et al., 2018); (Ullah et al., 2021); (Dhanda et al., 2022)",Conservation agriculture; Farm-level,1067
"(Bijarniya, 2020); (Dhanda et al., 2022)",Capacity building,1068
"(Mojid & Mainuddin, 2021)",Research and development,1069
"(Pokharel et al., 2018)",Capacity building; Governance; Institutions and policy,1070
"(Bhatt et al., 2016); (Dhanda et al., 2022)",Ecosystem-based adaptation; Farm-level,1071
"(Mishra et al., 2021);  (Bhatt et al., 2021); (Ullah et al., 2021); (Dhanda et al., 2022)",Climate-smart agriculture; Conservation agriculture; Ecosystem-based adaptation; Farm-level,1072
"(Bhatt et al., 2021); (Dhanda et al., 2022)",Climate-smart agriculture; Conservation agriculture; Ecosystem-based adaptation; Farm-level,1073
"(Bhatt et al., 2021); (Mojid & Mainuddin, 2021); (Dhanda et al., 2022)",Climate-smart agriculture; Conservation agriculture; Technology; Farm-level,1074
"(Bhatt et al., 2021); (Dhanda et al., 2022)",Climate-smart agriculture; Farm-level,1075
"(Hossain et al., 2020)",Climate-smart agriculture; Farm-level,1076
"(Bijarniya, 2020)",Climate-smart agriculture; Farm-level,1077
"(Pokharel et al., 2018); (Dhanda et al., 2022)",Governance; Institutions and policy; Network dependent,1078
"(Bijarniya, 2020)",Governance; Institutions and policies; Policy-level,1079
"(Bijarniya, 2020); (Mojid & Mainuddin, 2021); (Dhanda et al., 2022)",Governance; Institutions and policies; Policy-level,1080
"(Arshad et al., 2016)",Governance; Institutions and policies,1081
"(Aryal et al., 2019); (Magar et al., 2022)",Finance; Institutions and policy,1082
"(Mishra et al., 2021); (Magar et al., 2022)",Finance; Institutions and policy,1083
"(Bhatt et al., 2016); (Arshad et al., 2016)",,1084
"(Bhatt et al., 2016); (Arshad et al., 2016)",,1085
"(Arshad et al., 2016); (Dhanda et al., 2022)",,1086
"(Aryal et al., 2021); (IPCC, 2022)",Temperature related,1087
"(Aryal et al., 2021); (IPCC, 2022); (World Bank, 2021)",Rainfall related,1088
"(Aryal et al., 2021); (IPCC, 2022); (World Bank, 2021)",Rainfall related,1089
"(Ravi Shankar et al., 2014); (Rahman et al., 2019); (Mainuddin et al., 2022); (World Bank, 2021)",Rainfall related,1090
"(Kibria and Haroon, 2017); (World Bank, 2021)",Maritime related,1091
"(Aryal et al., 2020)",Rainfall related,1092
"(Aryal et al., 2021); (Kibria and Haroon, 2017); (World Bank, 2021); (Dixon et al., 2001)",Rainfall related,1093
"(Aryal et al., 2020)",Temperature related,1094
"(Hellin et al., 2020)",Biophysical,1095
"(World Bank, 2021); (Aryal et al., 2021)",Biophysical,1096
"(World Bank, 2021)",Biophysical,1097
"(Aryal et al., 2020);","Pests and diseases; ",1098
"(Zhai and Zhuang, 2009);",Biophysical,1099
"(Amin et al., 2015)",Biophysical,1100
"(Aryal et al., 2021)",Biophysical; Pests and diseases,1101
"(Kibria and Haroon, 2017); (World Bank, 2021)",Biophysical,1102
"(Kibria and Haroon, 2017); (World Bank, 2021)",Biophysical,1103
"(Abiy et al., 2019)",Biophysical,1104
"(FAO, 2022)",Biophysical,1105
"(Aryal et al., 2021); (Mainuddin et al., 2022)",Biophysical,1106
"(Aryal et al., 2021); (Mainuddin et al., 2022)",Biophysical,1107
"(Amin et al., 2015); (Aryal et al., 2020)",Biophysical,1108
,Biophysical,1109
"(Dixon et al., 2001); (Aryal et al., 2020)",Biophysical,1110
"(Aryal et al., 2020); (Amin et al., 2015)",Socioeconomic,1111
"(Aryal et al., 2020)",Socioeconomic,1112
"(Dixon et al., 2001)",Socioeconomic,1113
"(Aryal et al., 2020)",Socioeconomic; Finance,1114
"(Amin et al., 2015)",Socioeconomic; Finance,1115
"(Aryal et al., 2020)",Socioeconomic; Finance,1116
"(Hellin et al., 2020)",Human capacity; Gender,1117
"(Nandan et al., 2019); (Deep et al., 2018); (Aman et al., 2021); (Sravan and Murthy, 2018)",Human capacity,1118
"(Deep et al., 2018)",Institutions and policy,1119
"(Aryal et al., 2020)",Infrastructure; Location specific,1120
"(Suresh et al., 2021); (Ravi Shankar et al., 2014)",Finance,1121
"(Aryal et al., 2020)",Finance; Institutions and policy,1122
"(Aryal et al., 2020);",Biophysical; Weather and environment; Human capacity,1123
"(Suresh et al., 2021); (Shahid et al., 2021)",Biophysical; Weather and environment; Human capacity,1124
"(Aryal et al., 2020)",Infrastructure; Location specific,1125
"(Suresh et al., 2021); (Toufique et al., 2014)",Infrastructure,1126
"(Ministry of Foreign Affairs, 2018); (Mainuddin et al., 2022); (Suresh et al., 2021)",Human capacity,1127
"(Suresh et al., 2021)",Human capacity,1128
"(Amin et al., 2015)",Research and development,1129
,,1130
,,1131
"(Swami, 2019)",Socioeconomic,1132
"(Ministry of Foreign Affairs, 2018)",Climate-smart agriculture; Infrastructure; Farm-level,1133
"(Suresh et al., 2021); (Toufique et al., 2014)",Infrastructure; Farm-level; Community-level,1134
"(Aryal et al., 2020)",Infrastructure; Institutions and policy; Policy-level,1135
,,1136
"(Aryal et al., 2020)",Climate-smart agriculture; Farm-level,1137
"(Aryal et al., 2020)",Climate-smart agriculture; Farm-level,1138
"(Aryal et al., 2020)",Climate-smart agriculture; Farm-level,1139
"(Aryal et al., 2020); (Ministry of Foreign Affairs, 2018); (Alam et al., 2021); (Sravan and Murthy, 2018)",Climate-smart agriculture; Farm-level,1140
"(Bera and Sarkar, 2021)",Climate-smart agriculture; Farm-level,1141
"(Deep et al., 2018); (Suresh et al., 2021)",Climate-smart agriculture; Farm-level,1142
"(Bera and Sarkar, 2021); (Mohanty et al., 2013)",Climate-smart agriculture; Farm-level,1143
"(Deep et al., 2018); (Sravan and Murthy, 2018)",Climate-smart agriculture; Farm-level; Conservation agriculture,1144
"(Bera and Sarkar, 2021); (Smith et al., 2021); (Nandan et al., 2019); (Deep et al., 2018)",Climate-smart agriculture; Farm-level; Conservation agriculture,1145
"(Bera and Sarkar, 2021)",Climate-smart agriculture; Farm-level,1146
"(Dixon et al., 2001); (Alam et al., 2021)",Climate-smart agriculture; Farm-level,1147
"(Sravan and Murthy, 2018); (Poonam et al., 2018)",Climate-smart agriculture; Conservation agriculture; Farm-level,1148
"(Ministry of Foreign Affairs, 2018)",Climate-smart agriculture;   Research and development; Farm-level,1149
,,1150
"(Dixon et al., 2001); (Amin et al., 2015); (Deep et al., 2018); (Sravan and Murthy, 2018)",Research and development; Partnership required; Farm-level,1151
"(Aryal et al., 2020)",Institutions and policy; Network dependent,1152
"(Deep et al., 2018)",Institutions and policy; Network dependent; Research and development,1153
"(Dixon et al., 2001)",Institutions and policy; Network dependent; Community-level; Farm-level,1154
"(Aryal et al., 2020); (Deep et al., 2018)",Governance; Institutions and policies; Policy-level,1155
"(Ravi Shankar et al., 2014)",Finance; Institutions and policy,1156
"(Aryal et al., 2020)",Finance; Institutions and policy,1157
"(Aryal et al., 2020); (Poonam et al., 2018)",,1158
"(Aryal et al., 2020); (Sravan and Murthy, 2018)",,1159
"(Aryal et al., 2020); (Poonam et al., 2018)",,1160
"Dixon et al., 2020;UNHCR, 2022",Rainfall related,1161
"Dixon et al., 2020;CIAT and USAID, 2016;Tremblay, 2016;UNHCR, 2022;Herrero et al., 2016;Kandji et al., 2006Kirby, 2022",Temperature related,1162
"Dixon et al., 2020;USGS and USAID, 2012;CIAT and USAID, 2016;Biasutti, 2019;Sissoko et al., 2010;Tremblay, 2016;Kirby, 2022","Rainfall related ",1163
"CIAT and USAID, 2016;Tremblay, 2016;USGS andUSAID, 2012",Temperature related,1164
"USAID, 2017;USGS,USAID, 2012",Rainfall related,1165
,Rainfall related,1166
"USAID, 2012;Dixon et al.,2020;Herrero et al., 2016;Kandji et al., 2006",Rainfall related,1167
"USAID, 2012;Dixon et al.,2020",Biophysical,1168
"Fall A. pers. comms., 2022;Herrero et al., 2016",Temperature related and rainfall related,1169
"UNHCR, 2022;Dixon et al., 2020;Filho et al., 2020; Thornton et al., 2009;Herrero et al., 2016;ILRI, 2013",Biophysical related,1170
"Herrero et al., 2016",Biophysical,1171
"Filho et al., 2020",Biophysical,1172
"Herrero et al., 2016",Biophysical,1173
"Nidumolu etal., 2022",Biophysical,1174
"CIAT and USAID, 2016;Filho et al., 2020;Thornton et al., 2009",Biophysical,1175
"World Bank, 2015;Tremblay, 2016","Biophysical ",1176
"Fall A. pers. comms., 2022","Biophysical, Pest and diseases",1177
,"Biophysical ",1178
,"Biophysical ",1179
,"Biophysical ",1180
,"Biophysical ",1181
,"Biophysical ",1182
,,1183
"Fall A. pers. comms., 2022",Pest and diseases,1184
"Stavi et al., 2021;Dixon et al., 2020; Hughes, 2014 ;Tremblay, 2016;Zougmore et al., 2016Kabede et al., 2021;Kirby, 2022;Ayantunde at al., 2011","Biophysical ",1185
"Dixon et al., 2020",Socioeconomic,1186
,Socioeconomic,1187
,,1188
,,1189
,,1190
,,1191
,,1192
"Dixon et al., 2020;Hughes, 2014;Zougmore et al., 2016;",Socioeconomic,1193
"USAID, 2012;Dixon et al.,2020",Human capacity,1194
"USAID, 2012;Dixon et al.,2020",Human capacity,1195
"Dixon et al., 2020;Turner et al., 2012;Kabed",Human capacity,1195
,,1196
,,1196
,,1196
,,1197
"Dixon et al.,2020;Tremblay, 2016",Human capacity,1198
"Dixon et al., 2020;Tremblay, 2016",Human capacity,1198
"Dixon et al., 2020;Turner et al., 2012;Kabede et al., 2021",Human capacity,1198
,,1199
,,1200
"World Bank, 2015;Dixon et al., 2020",Capacity building,1201
"Dixon et al., 2020;Zougmore et al., 2016;Ayantunde at al., 2011","Financial ",1202
,,1203
"Dixon et al., 2020","Financial ",1204
,,1205
,,1206
"Tremblay, 2016",Biophysical,1207
"Tremblay, 2016","Biophysical, socioeconomic",1208
"Dixon et al., 2020",Biophysical,1209
"Dixon et al., 2020;Zougmore et al., 2016;Ayantunde at al., 2011",Institutions and policy,1210
"Zougmore et al., 2016",Human capacity,1211
"Dixon et al., 2020",Human capacity,1212
"Dixon et al., 2020;Herrero et al., 2016;Zougmore et al., 2016","Technology, infrastructure",1212
"Dixon et al., 2020;Tremblay, 2016",Human capacity,1213
"Dixon et al.,2020;Tremblay, 2016",Human capacity,1214
"Dixon et al., 2020;Tremblay, 2016",Human capacity,1214
"Dixon et al., 2020;Turner et al., 2012;Kabede et al., 2021",Human capacity,1214
"Dixon et al., 2020",Human capacity,1215
"Dixon et al., 2020;Herrero et al., 2016;Zougmore et al., 2016","Technology, infrastructure",1215
"Herrero et al., 2016",Human capacity,1216
"World Bank, 2015",Human capacity,1217
"Dixon et al., 2020; Ayantunde at al., 2011;Turner et al., 2012;Kabede et al., 2021;Kirby, 2022",Human capacity,1218
"Dixon et al.,2020;Tremblay, 2016",Human capacity,1219
"Dixon et al., 2020;Tremblay, 2016",Human capacity,1219
"Dixon et al., 2020;Turner et al., 2012;Kabede et al., 2021",Human capacity,1219
,,1220
,,1221
,,1221
,,1221
,,1222
,,1223
,,1223
,,1223
,,1224
"USAID, 2012;Dixon et al.,2020",Human capacity,1225
"Dixon et al., 2020;Turner et al., 2012;Kabed",Human capacity,1225
"Dixon et al., 2020",Climate  smart agriculture,1226
"Tremblay, 2016;Herrero et al., 2016","Conservation agriculture, community level",1227
"Dixon et al., 2020;Ayantunde at al., 2011;Tremblay, 2016;Herrero et al., 2016;Ayantunde at al., 2011",Human capacity,1228
"Herrero et al., 2016",Human capacity,1229
"Hughes, 2014",Human capacity,1230
"D’Alessandro et al., 2015",Human capacity,1231
,,1231
"Dixon et al., 2020;Kabede et al., 2021",Human capacity,1232
"Zougmore et al., 2016;Dixon et al., 2020"," Conservation agriculture",1232
"Zougmore et al., 2016;Herrero et al., 2016;Kabede et al., 2021;Ayantunde at al., 2011",Human capacity,1233
"D’Alessandro et al., 2015",Human capacity,1234
,,1234
"UNHCR, 2022;Dixon et al., 2020",Human capacity,1235
"Zougmore et al., 2016","Human capacity, biophysical",1236
"Dixon et al., 2020;Kabede et al., 2021",Human capacity,1237
"Zougmore et al., 2016;Dixon et al., 2020"," Conservation agriculture",1237
"Zougmore et al., 2016;Dixon et al., 2020"," Conservation agriculture",1238
"Zougmore et al., 2016",Human capacity,1239
"Tremblay, 2016;ILRI, 2013",Conservation agriculture,1240
,,1241
,,1242
,,1243
,,1243
,,1244
,,1244
,,1245
,,1246
"Dixon et al., 2020",Climate  smart agriculture,1247
"Dixon et al., 2020",Human capacity,1248
,,1249
"Kabede et al., 2021",Human capacity,1250
,,1251
"Unganai, 2009;Dixon et al., 2020;Kabede et al., 2021",Human capacity,1251
,,1252
"Unganai, 2009;Dixon et al., 2020;Kabede et al., 2021",Human capacity,1252
"Dixon et al., 2020;Hughes, 2014;Zougmore et al., 2016",Institutions and policy,1253
"Unganai, 2009;Dixon et al., 2020;Debela et al., 2015;ILRI, 2013",Institutions and policy,1254
,,1255
,,1256
"Herrero et al., 2016;Unganai, 2009;Kandji et al., 2006",Weather and environment,1257
,,1258
"Dixon et al., 2020;Ayantunde at al., 2011","Financial ",1259
"Dixon et al., 2020;Ayantunde at al., 2011","Financial ",1260
"Herrero et al., 2016","Financial ",1261
"Dixon et al., 2020;Ayantunde at al., 2011","Financial ",1262
,,1263
"CIAT and BFS/USAID, 2016",,1264
"CIAT and BFS/USAID, 2016",,1265
"Kirby, 2022",,1266
"Dixon et al., 2020;Stavi et al., 2021;Kirby, 2022",,1267
,,1268
"(World Bank, 2021)",Rainfall related.,1269
"(World Bank, 2021)",Rainfall related.,1270
"(World Bank, 2021)",Temperature related.,1271
"(World Bank, 2021)",Rainfall related.,1272
"(UN, 2020)",Rainfall related.,1273
"(UN, 2020)",Maritime Related.,1274
"(S.Zingore et al., 2015)",Biophysical,1275
"(R.Peter et al., 2017)",Biophysical,1276
"(World Bank, 2021)",Biophysical,1277
"(World Bank, 2021)",Biophysical,1278
"(C. Jabara et al., 2009)",Biophysical,1279
"(World Bank, 2021)",Biophysical,1280
"(World Bank, 2021)",Biophysical,1281
"(V. Bjornlund et al.,2020)",Biophysical,1282
"(FAO, 2022)",Biophysical,1283
"(E. Nkonya., 2016)",Biophysical,1284
"(C. Jabara et al., 2009)",Biophysical,1285
"(World Bank, 2021)",Socio-Economic,1286
"(V Bjornlund et al., 2022)",Socio-Economic,1287
"(N. S. Emife and O. Emeka ,2020)",Socio-Economic,1288
"(IMF,2021)",Socio-Economic,1289
"Peyton Fleming, (2019)",Socio-Economic,1290
"(AW Onyango., 2019)",Socio-Economic,1291
"(X. Fang et al.,2020)",Socio-Economic,1292
"(S. Chapman et al., 2020)",Weather and Environment,1293
"(B Shiferaw et al., 2014)",Weather and Environment,1293
"(R Kombat etal., 2021)",Technology,1294
"(Paini DR et al.,2016)",Pest and Diseases,1295
"(FAO, 2022)",Pest and Diseases,1295
"(UNCTAD,2021)",Finance,1296
"(EH Atake et al.,2018)",Finance,1296
"(T Alemu et al., 2011)",Human  Capacity,1297
"(UNEP, 2022)",Weather and Environment,1298
"(E. Stefania, 2021)",Institutions and policy,1299
"(P. Curran et al., 2018)",Institutions and policy,1300
"(M. Szmigiera, 2022)",Capacity building,1301
"(Daniel F. Runde  et al ., 2021)",Governance,1302
"(World Bank, 2019)",Governance,1303
"(S Coulibaly et al., 2022)",Governance,1304
"(S Coulibaly et al., 2022)",Governance,1304
"(FAO,2021)",Biophysical,1305
"(FAO,2021)",Biophysical,1306
"(FAO, 2022)",Pest and diseases,1307
"(J.A. Pena-Ramos et al.,2022)",Biophysical,1308
"(S. Chapman et al., 2020)",Weather and Environment,1309
"(B Shiferaw et al., 2014)",Weather and Environment,1309
"(B Shiferaw et al., 2014)",Infrastructure,1310
"(Paini DR et al.,2016)",Pest and Diseases,1311
"(FAO, 2022)",Pest and Diseases,1311
"(Stoop and Hart, 2006)",Research and Development,1312
"(UNCTAD,2021)",Finance,1313
"(EH Atake et al.,2018)",Finance,1313
"(S Coulibaly et al., 2022)",Governance,1314
"(S Coulibaly et al., 2022)",Governance,1314
"(T Alemu et al., 2011)",Human Capacity,1315
"(D. Princess Akinyi et al.,2021)",Ecosystem; Community level,1316
"(N. Innocent et al., 2020)",Infrastructure; Community level; Partnership required,1317
"(T Shah et al., 2020)",Infrastructure;Technology;Community level; Partnership required,1318
"(J. Maritz, K et al.,2019)",Infrastructure;  Partnership required,1319
"(M Fisher et al.,2015)",Technology; Partnership required,1320
"(IMF, 2020)",Research and development; Farm level,1321
"(IMF, 2020)",Research and Development; Policy level,1321
"(S Alobo Loison , 2015)",Governance; Network required,1322
"(UN,2009)",Gender; Community level,1323
"(Ngigi Stephen and Denning  G., 2011)",Conservation Agriculture; Farm level; Partnership required,1324
"(EL Chinseu et al., 2022)",Conservation Agriculture; Farm level; Partnership required,1325
"(D.Princess Akinyi et al.,2021)",Human Capacity; Farm level,1326
"(P Newell et al., 2019)",Climate smart agriculture; Farm level; Policy level,1327
"(T Stathers et al., 2020)",Climate smart agriculture; Farm level,1328
"(FAO, 2022)",Pest and diseases; Farm level,1329
"(N. Ozor et al., 2020)",Capacity Building; Network dependent; Farm level,1330
"(DC Mataya et al.,2020)",Capacity Building;Institution and policy,1331
"(ADB,2016)",Capacity building; Conservation Agriculture; Community level,1332
"(Admos Chimhowu,2019)",Conservation Agriculture; Policy level,1333
"(IMF, 2020)",Research and development; Farm level,1334
"(IMF, 2020)",Research and Development; Policy level,1334
"(FAO, 2014)",,1335
"(S Coulibaly et al., 2022)",,1336
"(Daniel F. Runde  et al ., 2021)",,1337
"(Amir Kassam et al., 2022)",,1338
"(Amir Kassam et al., 2022)",,1339
"(V Bjornlund et al., 2022)",,1340
"(L Connolly-Boutin et al., 2016)",,1341
"(Amir Kassam et al., 2022)",,1342
"Dixon et al., 2020;Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;UNFCCC, 2020;WHO,2020",Temperature related,1343
"Dixon et al., 2020;Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;UNFCCC, 2020;WHO,2020",Temperature related,1344
"Dixon et al., 2020;Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;UNFCCC, 2020;WHO,2020",Temperature related,1345
,,1346
"Nigatu A. et al.,2019",Wind related,1347
,,1348
"Dixon et al., 2020;Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;UNFCCC, 2020;WHO,2020",Rainfall related,1349
"Dixon et al., 2020","Biophysical ",1350
"Dixon et al., 2020","Biophysical ",1351
"Dixon et al., 2020;CIAT and World Bank 2017","Biophysical ",1352
"Echeverria & Terton, 2016;Dixon et al., 2020","Biophysical ",1353
"Echeverria & Terton, 2016;Noriko et al., 2020","Biophysical ",1354
"Echeverria & Terton, 2016; CCFAS, 2013;Noriko et al., 2020","Biophysical ",1355
"Dixon et al., 2020;Echeverria & Terton, 2016","Biophysical ",1356
"Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;Dixon et al., 2020","Biophysical ",1357
"Dixon et al., 2020","Biophysical ",1358
,"Biophysical ",1359
,"Biophysical ",1359
,"Biophysical ",1360
,"Biophysical ",1361
,"Biophysical ",1362
,"Biophysical ",1362
,"Biophysical ",1363
"Dixon et al., 2020;UNFCCC, 2020","Biophysical ",1364
,,1365
,,1366
,"Biophysical ",1367
"UNFCCC, 2020",Socioeconomic,1368
,Socioeconomic,1369
,Socioeconomic,1370
,Socioeconomic,1371
"Dixon et al., 2020",Socioeconomic,1372
,Socioeconomic,1373
"Dixon et al., 2020;Gebre et al., 2015","Human capital, gender and agri knowledge",1374
"Dixon et al., 2020",Lack of capacity to cope and adapt,1374
"Gebre et al., 2015","Human capital, gender and agri knowledge",1375
"Gebre et al., 2015","Human capital, gender and agri knowledge",1376
,,1377
,,1378
,,1379
,,1380
,,1381
,,1382
,,1383
"Dixon et al., 2020",Institutions and policies,1384
"Dixon et al., 2020","Economic, financial  and markets",1385
"Dixon et al., 2020","Economic, financial  and markets",1386
,"Economic, financial  and markets",1387
"Dixon et al., 2020","Economic, financial  and markets",1388
"Dixon et al., 2020; Argaw, 2012",Sensivity/susceptibility to harm,1389
"Dixon et al., 2020",Sensivity/susceptibility to harm,1390
,,1391
"Dixon et al., 2020",Sensivity/susceptibility to harm,1392
"Dixon et al., 2020;Jerry Knox et al., 2012",Lack of capacity to cope and adapt,1393
"Dixon et al., 2020;Gebre et al., 2015","Human capital, gender and agri knowledge",1394
"Dixon et al., 2020",Lack of capacity to cope and adapt,1394
"CIAT and World bank 2017;Dixon et al., 2020",Lack of capacity to cope and adapt,1395
"Dixon et al., 2020",Lack of capacity to cope and adapt,1396
,,1397
,,1398
,,1399
,,1400
"Dixon et al., 2020",Natural  capital,1401
"Dixon et al., 2020",Physical capital,1402
,,1403
"Mekuria & Mekonnen, 2018; Thornton & Herrero, 2015",Human capital,1404
"Dixon et al., 2020",Human capital,1405
,,1406
,,1407
,,1408
,,1409
,,1410
,,1411
,,1412
,,1413
,,1414
"Dixon et al., 2020",Political capita,1415
"Dixon et al., 2020",Political capita,1416
"Dixon et al., 2020",Financial capital,1417
"Dixon et al., 2020",Financial capital,1418
"Dixon et al., 2020",Financial capital,1419
,,1420
CIAT and World bank 2017,Exposure,1421
CIAT and World bank 2017,Exposure,1422
"Dixon et al., 2020",Risk,1423
"Mekuria & Mekonnen, 2018;Echeverria & Terton, 2016;UNFCCC, 2020",Risk,1424
"(CIAT, 2011);(MoALFC and World Bank 2021);(Cheserek et al., 2015);(FAO,2015)","Rainfall related ",1425
(MoALFC and World Bank 2021),"Rainfall related ",1426
"(Cheserek et al., 2015);(Muoki et al., 2020);(Lemma and Megersa, 2021)",Temperature related,1427
"(Cheserek et al., 2015);(CIAT, 2011)",Rainfall related,1428
