"Resource","Year","ID","Number"
"OXFAM","2016","21","1"
"OXFAM","2016","19","1"
"OXFAM","2016","36","1"
"Oxfam","2019","1468","1"
"Oxfam","2019","1486","1"
"Oxfam","2019","287","1"
"Oxfam","2019","269","1"
"Oxfam","2019","270","1"
"Oxfam","2019","255","1"
"Oxfam","2019","257","1"
"Oxfam","2019","1464","1"
"Oxfam","2019","308","1"
"Oxfam","2019","310","1"
"Oxfam","2019","288","1"
"Ozor et al.","2020","1768","1"
"Pan et al.","2021","2320","1"
"Papademetriou",,"57","1"
"Pasricha","2021","1244","1"
"Pasricha","2021","1247","1"
"Pena-Ramos et al.","2022","1787","1"
"Perez et al.","2010","706","1"
"Perrings and Halkos","2015","2199","1"
"Perrings and Halkos","2015","2220","1"
"Perrotti","2011","532","1"
"Petit and Boujenane","2018","948","1"
"Petley","2010","109","1"
"Petley","2010","110","1"
"Petley","2010","111","1"
"Peña-Guerrero et al.","2020","716","1"
"Peña-Guerrero et al.","2020","717","1"
"Peña-Guerrero et al.","2020","792","1"
"Pham et al.","2020","251","1"
"Piechota et al.","2020","957","1"
"Pipitpukdee et al.","2020","280","1"
"Pipitpukdee et al.","2020","281","1"
"Pipitpukdee et al.","2020","289","1"
"Pipitpukdee et al.","2020","302","1"
"Pipitpukdee et al.","2020","277","1"
"Pipitpukdee et al.","2020","224","1"
"Pivello et al.","2021","566","1"
"Pivello et al.","2021","569","1"
"Pivello et al.","2021","599","1"
"Pivello et al.","2021","619","1"
"Pivello et al.","2021","559","1"
"Pokharel et al.","2018","1417","1"
"Pokharel et al.","2018","1441","1"
"Pokharel et al.","2018","1400","1"
"Pokharel et al.","2018","1402","1"
"Pokharel et al.","2018","1415","1"
"Pokharel et al.","2018","1422","1"
"Pokharel et al.","2018","1444","1"
"Pokharel et al.","2018","1445","1"
"Polade et al.","2014","386","1"
"Polade et al.","2014","415","1"
"Polade et al.","2014","410","1"
"Polade et al.","2014","388","1"
"Polade et al.","2014","384","1"
"Polade et al.","2014","413","1"
"Polade et al.","2014","432","1"
"Polade et al.","2014","387","1"
"Polade et al.","2014","390","1"
"Polade et al.","2014","412","1"
"Polade et al.","2014","433","1"
"Polade et al.","2014","445","1"
"Polade et al.","2014","411","1"
"Polade et al.","2014","423","1"
"Polade et al.","2014","394","1"
"Polade et al.","2014","496","1"
"Pons","2021","798","1"
"Pons","2021","859","1"
"Pons","2021","799","1"
"Pons","2021","800","1"
"Pons","2021","819","1"
"Pons","2021","820","1"
"Pons","2021","821","1"
"Pons","2021","822","1"
"Pontifes et al.","2018","715","1"
"Poole et al.","2007","500","1"
"Poole et al.","2007","505","1"
"Poonam et al.","2018","1530","1"
"Poveda et al.","2020","642","1"
"Prabhakar et al.","2014","1357","1"
"Prager et al.","2020","791","1"
"Prager et al.","2020","721","1"
"Prager et al.","2020","745","1"
"Prager et al.","2020","714","1"
"Prager et al.","2020","715","1"
"Prager et al.","2020","724","1"
"Prager et al.","2020","722","1"
"Prager et al.","2020","730","1"
"Prager et al.","2020","739","1"
"Prager et al.","2020","725","1"
"Priyankari","2016","1290","1"
"Rahman et al.","2019","1454","1"
"Rahman et al.","2019","1457","1"
"Rajalahti","2021","203","1"
"Ramachandran","2022","337","1"
"Ramachandran","2022","382","1"
"Ramirez-Cabral et al.","2017","798","1"
"Ramirez-Cabral et al.","2017","808","1"
"Ramirez-Cabral et al.","2017","802","1"
"Rasu et al.","2022","1291",
"Rasu et al.","2022","2191",
"Rattan","2009","1271","1"
"Rattan","2009","1273","1"
"Raufu et al.","2018","913","1"
"Raufu et al.","2018","914","1"
"Ravikumar et al.","2016","608","1"
"Ravikumar et al.","2016","592","1"
"Ravikumar et al.","2016","621","1"
"Ravikumar et al.","2016","611","1"
"Raza et al.","2021","170","1"
"Reda et al.","2015","303","1"
"Reda et al.","2015","307","1"
"Reda et al.","2015","301","1"
"Reda et al.","2015","298","1"
"Redfern","2012","65","1"
"Reguero et al.","2015","320","1"
"Reid et al.","2012","1335","1"
"Reid et al.","2012","1336","1"
"Reid et al.","2012","1337","1"
"Reyer et al.","2015","745","1"
"Reyer et al.","2015","724","1"
"Reyer et al.","2015","722","1"
"Ristaino et al.","2021","1304","1"
"Rivera et al.","2021","780","1"
"Rivera et al.","2021","783","1"
"Rivera et al.","2021","772","1"
"Rivera et al.","2021","714","1"
"Rivera et al.","2021","738","1"
"Rivera et al.","2021","739","1"
"Rivera et al.","2021","794","1"
"Rivera et al.","2021","737","1"
"Rojas","2017","428","1"
"Rojas-Downing et al.","2017","915","1"
"Rojas-Downing et al.","2017","903","1"
"Rojas-Downing et al.","2017","905","1"
"Romjin et al.","2019","365","1"
"Rosa","2022","182","1"
"Russo et al.","2017","1706","1"
"Rémy Habou","2017","2050","1"
"Safi et al.","2018","918","1"
"Sagoe","2006","2272","1"
"Sagoe","2006","2273","1"
"Sagoe","2006","2274","1"
"Sagoe","2006","2276","1"
"Sagoe","2006","2289","1"
"Sagoe","2006","2297","1"
"Sagoe","2006","2310","1"
"Sagoe","2006","2311","1"
"Sagoe","2006","2315","1"
"Sagoe","2006","2288","1"
"Sagoe","2006","2341","1"
"Sagoe","2006","2358","1"
"Sagoe","2006","2350","1"
"Sagoe","2006","2337","1"
"Sagoe","2006","2348","1"
"Sagoe","2006","2298","1"
"Sagoe","2006","2300","1"
"Sagoe","2006","2339","1"
"Sagoe","2006","2362","1"
"Sagoe","2006","2349","1"
"Sagoe","2006","2378","1"
"Sagoe","2006","2369","1"
"Sagoe","2006","2371","1"
"Sagoe","2006","2292","1"
"Sagoe","2006","2277","1"
"Sagoe","2006","2312","1"
"Sagoe","2006","2363","1"
"Sagoe","2006","2360","1"
"Sagoe","2006","2335","1"
"Sagoe","2006","2309","1"
"Sagoe","2006","2340","1"
"Sagoe","2006","2359","1"
"Sagoe","2006","2291","1"
"Sagoe","2006","2377","1"
"Sagoe","2006","2378","1"
"Sagoe","2006","2380","1"
"Sain et al.","2017","832","1"
"Sain et al.","2017","849","1"
"Sain et al.","2017","850","1"
"Sain et al.","2017","851","1"
"Sain et al.","2017","852","1"
"Sain et al.","2017","798","1"
"Salazar","2006","678","1"
"Salmoral et al.","2020","781","1"
"Salmoral et al.","2020","784","1"
"Sanchez et al.","1997","1984","1"
"Sanchez et al.","1997","1988","1"
"Sanchez et al.","1997","2008","1"
"Sanchez et al.","1997","1987","1"
"Sanchez-Garcia","2021","881","1"
"Sanchez-Garcia","2021","882","1"
"Sanginga","2015","2330","1"
"Sanginga","2015","2332","1"
"Sanjak et al.","2016","342","1"
"Sanjak et al.","2016","361","1"
"Sanjeet Bagcchi","2020","1254","1"
"Sarkar","2020","1258","1"
"Sarkar","2020","1249","1"
"Sarkar","2020","1261","1"
"Sathyan et al.","2018","1288","1"
"Schneider et al.","2020","28","1"
"Schneider et al.","2020","56","1"
"Schoolmeester et al.","2016","698","1"
"Schoolmeester et al.","2016","692","1"
"Schoolmeester et al.","2016","693","1"
"Schoolmeester et al.","2016","681","1"
"Schoolmeester et al.","2016","682","1"
"Schoolmeester et al.","2016","704","1"
"Schoolmeester et al.","2016","710","1"
"Schoolmeester et al.","2016","697","1"
"Schoolmeester et al.","2016","711","1"
"Schoolmeester et al.","2016","712","1"
"Schreinemachers et al.","2013","296","1"
"Schreinemachers et al.","2013","254","1"
"Schreinemachers et al.","2013","300","1"
"Schreinemachers et al.","2013","303","1"
"Schreinemachers et al.","2013","311","1"
"Schreinemachers et al.","2013","312","1"
"Schreinemachers et al.","2013","293","1"
"Schreinemachers et al.","2013","306","1"
"Schreinemachers et al.","2013","305","1"
"Schreinemachers et al.","2013","279","1"
"Schreinemachers et al.","2013","259","1"
"Schreinemachers et al.","2013","261","1"
"Schreinemachers et al.","2013","275","1"
"Schreinemachers et al.","2013","276","1"
"Schreinemachers et al.","2013","278","1"
"Schreinemachers et al.","2013","263","1"
"Schreinemachers et al.","2013","264","1"
"Schreinemachers et al.","2013","256","1"
"Schreinemachers et al.","2013","255","1"
"Schreinemachers et al.","2013","257","1"
"Segal","2019","61",
"Segal","2019","82",
"Segal","2019","86",
"Segal","2019","59",
"Sekeris","2011","1870","1"
"Sekiyama","2022","112","1"
"Sekiyama","2022","113","1"
"Sekiyama","2022","114","1"
"Sellers & Bilsborrow","2020","581",
"Selvaraju","2013","1187","1"
"Sen","2017","130","1"
"Servin and Mendoza","2014","723","1"
"Shahid et al.","2021","1469","1"
"Shahid et al.","2021","1471","1"
"Shahid et al.","2021","1484","1"
"Shahid et al.","2021","1495","1"
"Shahid et al.","2021","1504","1"
"Shahid et al.","2021","1503","1"
"Shahid et al.","2021","1517","1"
"Shahid et al.","2021","1511","1"
"Shahid et al.","2021","1458","1"
"Shahid et al.","2021","1461","1"
"Shahid et al.","2021","1496","1"
"Shahid et al.","2021","1513","1"
"Shankar et al.","2014","1494","1"
"Shankar et al.","2014","1507","1"
"Shankar et al.","2014","1454","1"
"Sharma and Manjeet","2020","741","1"
"Sharma and Manjeet","2020","743","1"
"Shi et al.","2021","1411","1"
"Shiferaw et al.","2014","1701","1"
"Shiferaw et al.","2014","1900","1"
"Shiferaw et al.","2014","1901","1"
"Silva et al.","2022","567","1"
"Silva et al.","2022","571","1"
"Simpson et al.","2021","1876","1"
"Simpson et al.","2021","1908","1"
"SINAGERD et al.","2014","709","1"
"SINAGERD et al.","2014","705","1"
"SINAGERD et al.","2014","707","1"
"Sissoko et al.","2010","2241","1"
"Skidmore et al.","2021","589","1"
"Skidmore et al.","2021","612","1"
"Skidmore et al.","2021","621","1"
"Skidmore et al.","2021","611","1"
"Skidmore et al.","2021","590","1"
"SLAVCHEVSKA et al.","2017","1732","1"
"SLAVCHEVSKA et al.","2017","1772","1"
"Smajgl et al","2015","23",
"Smajgl et al","2015","18",
"SN Hlophe-Ginindza et al.","2020","1932","1"
"Snel et al.","2018","1713","1"
"Snel et al.","2018","1715","1"
"SNV","2022","72","1"
"Song et al.","2022","219","1"
"Song et al.","2022","220","1"
"Sperrati et al.","2015","359","1"
"Sperrati et al.","2015","360","1"
"Sravan and Murthy","2018","1529","1"
"Sravan and Murthy","2018","1524","1"
"Sravan and Murthy","2018","1491","1"
"Sravan and Murthy","2018","1500","1"
"Srinivasarao et al.","2013","1210","1"
"Srinivasrao et al.","2019","1351","1"
"Stathers et al.","2020","1795","1"
"Stavi et al.","2021","1558","1"
"Stoop and Hart","2006","1803","1"
"Stuecker et al.","2018","237","1"
"Stuecker et al.","2018","271","1"
"Stuecker et al.","2018","272","1"
"Stuecker et al.","2018","211","1"
"Stuecker et al.","2018","246","1"
"Stuecker et al.","2018","231","1"
"Stuecker et al.","2018","232","1"
"Stuecker et al.","2018","234","1"
"Stäubli et al.","2018","656","1"
"Stäubli et al.","2018","683","1"
"Stäubli et al.","2018","684","1"
"Stäubli et al.","2018","686","1"
"Stäubli et al.","2018","687","1"
"Stäubli et al.","2018","685","1"
"Stäubli et al.","2018","680","1"
"Stäubli et al.","2018","676","1"
"Sugri et al.","2021","2142","1"
"Sugri et al.","2021","1764","1"
"Sujariya et al.","2020","12","1"
"Sulca et al.","2018","635","1"
"Sulca et al.","2018","636","1"
"Surabhi and Deepti","2009","1274","1"
"Surabhi and Deepti","2009","1289","1"
"Suresh et al.","2021","1496","1"
"Suresh et al.","2021","1521","1"
"Suresh et al.","2021","1498","1"
"Suresh et al.","2021","1510","1"
"Suresh et al.","2021","1494","1"
"Suresh et al.","2021","1499","1"
"Suresh et al.","2021","1501","1"
"Suresh et al.","2021","1528","1"
"Swain","2014","1361","1"
"Swain","2014","1298","1"
"Swain","2014","1310","1"
"Swami","2019","1527","1"
"Tadele","2012","2088","1"
"Tadele","2012","2091","1"
"Tapasco et al.","2019","572","1"
"Tapasco et al.","2019","578","1"
"Tapasco et al.","2019","579","1"
"Tapasco et al.","2019","590","1"
"Tapasco et al.","2019","603","1"
"Tapasco et al.","2019","607","1"
"Tapasco et al.","2019","596","1"
"Tapasco et al.","2019","557","1"
"Tapasco et al.","2019","604","1"
"Tapasco et al.","2019","603","1"
"Tapasco et al.","2019","620","1"
"Tapasco et al.","2019","591","1"
"Tapasco et al.","2019","600","1"
"Tapasco et al.","2019","601","1"
"Tapasco et al.","2019","612","1"
"Tapasco et al.","2019","613","1"
"Tapasco et al.","2019","594","1"
"Tapasco et al.","2019","610","1"
"Tapasco et al.","2019","609","1"
"Tapasco et al.","2019","595","1"
"Tapasco et al.","2019","621","1"
"Tapasco et al.","2019","611","1"
"Tapia et al.","2022","829","1"
"Taylor et al.","2016","303","1"
"Taylor et al.","2016","214","1"
"Taylor et al.","2016","225","1"
"Taylor et al.","2016","235","1"
"Taylor et al.","2016","209","1"
"Taylor et al.","2016","295","1"
"Taylor et al.","2016","212","1"
"Taylor et al.","2016","229","1"
"Taylor et al.","2016","233","1"
"Tesfaye et al.","2015","2098","1"
"Thomson et al.","2017","1773","1"
"Thomson et al.","2017","1776","1"
"Thornton et al.","2009","2182","1"
"Thornton et al.","2009","2184","1"
"Thornton et al.","2009","2186","1"
"Thornton et al.","2009","1538","1"
"Thornton et al.","2009","2154","1"
"Thornton et al.","2009","2155","1"
"Thornton et al.","2009","2156","1"
"Thornton et al.","2009","2157","1"
"Thornton et al.","2009","2229","1"
"Thornton et al.","2009","2149","1"
"Thornton et al.","2009","2149","1"
"Thornton et al.","2009","2150","1"
"Thornton et al.","2009","2151","1"
"Thornton et al.","2009","2180","1"
"Thornton et al.","2009","2152","1"
"Thornton et al.","2009","1540","1"
"Thornton et al.","2009","1548","1"
"Thornton et al.","2009","1549","1"
"Thornton et al.","2009","1550","1"
"Tiwari and Dinar","2001","787","1"
"Toro-Mujica et al.","2019","749","1"
"Toro-Mujica et al.","2019","747","1"
"Toro-Mujica et al.","2019","748","1"
"Torti","2012","136","1"
"Toufique et al.","2014","1501","1"
"Toufique et al.","2014","1528","1"
"Toufique et al.","2014","1461","1"
"Toufique et al.","2014","1457","1"
"Tran et al.","2019","64","1"
"Tregidgo et al.","2020","554","1"
"Tregidgo et al.","2020","555","1"
"Tremblay","2016","1537","1"
"Tremblay","2016","1665","1"
"Tremblay","2016","1558","1"
"Tremblay","2016","1563","1"
"Truong An","2020","193","1"
"Tschakert","2007","2250","1"
"Tschakert","2007","2249","1"
"Tun et al.","2015","244","1"
"Turner et al.","2012","1593","1"
"Ullah et al.","2021","1393","1"
"Ullah et al.","2021","1409","1"
"Ullah et al.","2021","1429","1"
"Ullah et al.","2021","1417","1"
"Ullah et al.","2021","1418","1"
"Ullah et al.","2021","1384","1"
"Ullah et al.","2021","1398","1"
"UN","2020","1691","1"
"UN","2020","1683","1"
"UN","2020","1755","1"
"UN","2020","1759","1"
"UN","2020","1647","1"
"UN","2020","1154","1"
"UN","2020","421","1"
"UN","2020","1999","1"
"UN","2021","338","1"
"UN","2022","366","1"
"UN","2022","336","1"
"UN","2022","1627","1"
"UN","2022","452","1"
"UN","2022","1862","1"
"UN","2022","2167","1"
"UNCCD","2007","1278","1"
"UNCCD","2007","1279","1"
"UNDP","2018","709","1"
"UNDP","2018","705","1"
"UNDP","2018","707","1"
"UNDP"," n.d""","377",
"UNDP"," n.d""","378",
"UNDP"," n.d""","368",
"UNEP","2010","472","1"
"UNEP","2010","474","1"
"UNEP","2010","540","1"
"UNEP","2010","325","1"
"UNEP","2010","503","1"
"UNEP","2010","530","1"
"UNEP","2010","529","1"
"UNEP","2010","493","1"
"UNEP","2010","499","1"
"UNEP","2022","2209","1"
"UNEP","2022","2210","1"
"UNEP","2022","1248","1"
"UNEP","2022","1259","1"
"UNEP","2022","1260","1"
"UNESCO","2006","1996","1"
"UNESCO","2017","2373","1"
"UNESCO","2017","2374","1"
"UNFCCC","2020","2059","1"
"UNFCCC","2020","1835","1"
"UNFCCC","2020","1846","1"
"UNFCCC","2020","1844","1"
"UNFCCC","2020","1832","1"
"UNFCCC","2020","1839","1"
"UNFCCC","2020","2053","1"
"UNFCCC","2020","2056","1"
"UNFCCC","2020","1866","1"
"Unganai","2009","1644","1"
"UNHCR","2022","2171","1"
"UNHCR","2022","2149","1"
"UNHCR","2022","2185","1"
"UNHCR","2022","1538","1"
"UNHCR","2022","1591","1"
"UNHCR","2022","2174","1"
"UNHCR","2022","1563","1"
"UNIDO","2017","2023","1"
"UNIDO","2017","2024","1"
"United States Environmental Protection Agency","2021","321","1"
"Urama and Ozor","2010","2166","1"
"US Resilience Climate Toolkit","2021","324","1"
"USAID","2012","1565","1"
"USAID","2012","1597","1"
"USAID","2012","1606","1"
"USAID","2012","1556","1"
"USAID","2013","1086","1"
"USAID","2016","2096","1"
"USAID","2016","2062","1"
"USAID","2016","2131","1"
"USAID","2016","2118","1"
"USAID","2016","2071","1"
"USAID","2016","2072","1"
"USAID","2016","2073","1"
"USAID","2016","2065","1"
"USAID","2016","2067","1"
"USAID","2016","2146","1"
"USAID","2016","2147","1"
"USAID","2016","2148","1"
"USAID","2016","2145","1"
"USAID","2016","2064","1"
"USAID","2016","2078","1"
"USAID","2016","2059","1"
"USAID","2016","2060","1"
"USAID","2016","2061","1"
"USAID","2016","2080","1"
"USAID","2016","2063","1"
"USAID","2016","2069","1"
"USAID","2017","2341","1"
"USAID","2017","2272","1"
"USAID","2017","2273","1"
"USAID","2017","2274","1"
"USAID","2017","2276","1"
"USAID","2017","2289","1"
"USAID","2017","2297","1"
"USAID","2017","2310","1"
"USAID","2017","2311","1"
"USAID","2017","2312","1"
"USAID","2017","2315","1"
"USAID","2017","2288","1"
"USAID","2017","2363","1"
"USAID","2017","2360","1"
"USAID","2017","2335","1"
"USAID","2017","2298","1"
"USAID","2017","2300","1"
"USAID","2017","2340","1"
"USAID","2017","2285","1"
"USAID","2017","2291","1"
"USAID","2017","2378","1"
"USAID","2017","2292","1"
"USAID","2017","683","1"
"USAID","2017","680","1"
"USAID","2017","1234","1"
"USAID","2017","1235","1"
"USAID","2017","1236","1"
"USAID","2017","1237","1"
"USAID","2017","1238","1"
"USAID","2017","1239","1"
"USAID","2017","1240","1"
"USAID","2017","1241","1"
"USAID","2017","656","1"
"USAID","2017","676","1"
"USAID","2017","1233","1"
"USAID","2017","2303","1"
"USAID","2017","2318","1"
"USAID","2017","2326","1"
"USAID","2017","1954","1"
"USAID","2017","1953","1"
"USAID","2017","703","1"
"USAID","2017","2328","1"
"USAID","2017","1245","1"
"USAID","2017","637","1"
"USAID","2018","564","1"
"USAID","2018","566","1"
"USAID","2018","569","1"
"USAID","2018","574","1"
"USAID","2018","576","1"
"USAID","2018","558","1"
"USAID","2018","622","1"
"USAID","2018","570","1"
"USAID","2018","572","1"
"USAID","2018","578","1"
"USAID","2018","579","1"
"USAID","2018","577","1"
"USAID","2018","573","1"
"USAID","2018","584","1"
"USAID","2018","598","1"
"USAID","2018","580","1"
"USAID","2018","582","1"
"USAID","2018","553","1"
"USAID","2018","554","1"
"USAID","2018","561","1"
"USAID","2018","563","1"
"USAID","2018","555","1"
"USAID","2018","557","1"
"USAID","2018","562","1"
"USAID","2018","556","1"
"USDA"," n.d""","369",
"Ussiri and Lal","2019","2367","1"
"Ussiri and Lal","2019","1730","1"
"Varangis et al.","2003","344","1"
"Varangis et al.","2003","363","1"
"Vergara et al.","2014","320","1"
"Vergara et al.","2014","321","1"
"Vergara et al.","2014","331","1"
"Verhage et al.","2018","2131","1"
"Verhage et al.","2018","2096","1"
"Verhage et al.","2018","2062","1"
"Verhage et al.","2018","2128","1"
"Verhage et al.","2018","2118","1"
"Verhage et al.","2018","2119","1"
"Verhage et al.","2018","2121","1"
"Verhage et al.","2018","2071","1"
"Verhage et al.","2018","2072","1"
"Verhage et al.","2018","2073","1"
"Verhage et al.","2018","2065","1"
"Verhage et al.","2018","2067","1"
"Verhage et al.","2018","2146","1"
"Verhage et al.","2018","2147","1"
"Verhage et al.","2018","2148","1"
"Verhage et al.","2018","2145","1"
"Verhage et al.","2018","2120","1"
"Verhage et al.","2018","2140","1"
"Verhage et al.","2018","2064","1"
"Verhage et al.","2018","2078","1"
"Verhage et al.","2018","2097","1"
"Waha et al.","2017","930","1"
"Waha et al.","2017","876","1"
"Waha et al.","2017","881","1"
"Waha et al.","2017","882","1"
"Waha et al.","2017","896","1"
"Waha et al.","2017","897","1"
"Waha et al.","2017","891","1"
"Waha et al.","2017","893","1"
"Waha et al.","2017","885","1"
"Waha et al.","2017","886","1"
"Waha et al.","2017","887","1"
"Waha et al.","2017","889","1"
"Waha et al.","2017","1167","1"
"Waha et al.","2017","1165","1"
"Waha et al.","2017","1177","1"
"Waha et al.","2017","1179","1"
"Waha et al.","2017","1174","1"
"Waha et al.","2017","1163","1"
"Waha et al.","2017","1183","1"
"Waha et al.","2017","1166","1"
"Waha et al.","2017","1173","1"
"Waha et al.","2017","1200","1"
"Waha et al.","2017","1202","1"
"Waha et al.","2017","1149","1"
"Waha et al.","2017","1151","1"
"Waha et al.","2017","1230","1"
"Waha et al.","2017","1231","1"
"Waha et al.","2017","1107","1"
"Waha et al.","2017","1182","1"
"Wang","2020","70","1"
"WFP","2021","369","1"
"WFP","2021","2075","1"
"WFP","2021","2076","1"
"WMO","2017","74","1"
"WMO","2020","1894","1"
"WMO","2020","631","1"
"WMO","2020","638","1"
"WMO","2020","643","1"
"WMO","2020","657","1"
"WMO","2020","386","1"
"WMO","2020","415","1"
"WMO","2020","410","1"
"WMO","2020","388","1"
"WMO","2020","384","1"
"WMO","2020","413","1"
"WMO","2020","395","1"
"WMO","2020","391","1"
"WMO","2020","447","1"
"WMO","2021","645","1"
"WMO","2021","669","1"
"WMO","2021","2176","1"
"WMO","2021","97","1"
"WMO","2021","106","1"
"WMO","2021","107","1"
"WMO","2021","108","1"
"WMO","2021","95","1"
"WMO","2022","406","1"
"WMO","2022","407","1"
"WMO","2022","639","1"
"WMO","2022","640","1"
"WMO","2022","653","1"
"WMO","2022","654","1"
"WMO","2022","671","1"
"WMO","2022","422","1"
"WMO","2022","397","1"
"WMO","2022","402","1"
"WMO","2022","444","1"
"WMO","2022","446","1"
"WMO","2022","641","1"
"WMO","2022","644","1"
"WMO","2022","658","1"
"WMO","2022","659","1"
"WMO","2022","660","1"
"WMO","2022","665","1"
"WMO","2022","1814","1"
"WMO","2022","1964","1"
"WMO","2022","1966","1"
"WMO","2022","403","1"
"WMO","2022","418","1"
"WMO","2022","498","1"
"WMO","2022","404","1"
"WOAH","2022","150","1"
"WOAH","2022","151","1"
"World Bank et al.","2014","773","1"
"World Bank et al.","2014","785","1"
"World Bank et al.","2014","791","1"
"World Bank et al.","2014","769","1"
"World Bank et al.","2014","782","1"
"World Bank et al.","2014","792","1"
"World Bank et al.","2014","788","1"
"World Bank et al.","2015","764","1"
"World Bank et al.","2015","774","1"
"World Bank et al.","2015","775","1"
"World Bank","2010","2267","1"
"World Bank","2012","515","1"
"World Bank","2012","513","1"
"World Bank","2013","1645","1"
"World Bank","2013","1646","1"
"World Bank","2013","1122","1"
"World Bank","2013","1123","1"
"World Bank","2013","1116","1"
"World Bank","2013","1117","1"
"World Bank","2013","1118","1"
"World Bank","2013","1130","1"
"World Bank","2013","1129","1"
"World Bank","2014","683","1"
"World Bank","2014","680","1"
"World Bank","2014","676","1"
"World Bank","2014","677","1"
"World Bank","2014","83","1"
"World Bank","2014","1119","1"
"World Bank","2014","1137","1"
"World Bank","2014","679","1"
"World Bank","2014","1025","1"
"World Bank","2014","713","1"
"World Bank","2015","1070","1"
"World Bank","2015","1198","1"
"World Bank","2015","2158","1"
"World Bank","2015","2188","1"
"World Bank","2015","2189","1"
"World Bank","2015","2248","1"
"World Bank","2015","186","1"
"World Bank","2015","190","1"
"World Bank","2015","197","1"
"World Bank","2015","2270","1"
"World Bank","2015","2215","1"
"World Bank","2015","2149","1"
"World Bank","2015","1549","1"
"World Bank","2015","1550","1"
"World Bank","2015","1572","1"
"World Bank","2015","1573","1"
"World Bank","2015","1537","1"
"World Bank","2015","1644","1"
"World Bank","2015","1648","1"
"World Bank","2015","2247","1"
"World Bank","2015","124","1"
"World Bank","2016","1024","1"
"World Bank","2018","1156","1"
"World Bank","2018","2107","1"
"World Bank","2019","709","1"
"World Bank","2019","705","1"
"World Bank","2019","707","1"
"World Bank","2019","909","1"
"World Bank","2019","910","1"
"World Bank","2019","911","1"
"World Bank","2019","912","1"
"World Bank","2019","1078","1"
"World Bank","2019","1079","1"
"World Bank","2019","1093","1"
"World Bank","2019","1039","1"
"World Bank","2020","187","1"
"World Bank","2020","191","1"
"World Bank","2020","1574","1"
"World Bank","2020","2226","1"
"World Bank","2020","1088","1"
"World Bank","2020","543","1"
"World Bank","2020","534","1"
"World Bank","2021","2272","1"
"World Bank","2021","2273","1"
"World Bank","2021","2274","1"
"World Bank","2021","2276","1"
"World Bank","2021","2278","1"
"World Bank","2021","2290","1"
"World Bank","2021","2297","1"
"World Bank","2021","2310","1"
"World Bank","2021","2311","1"
"World Bank","2021","2315","1"
"World Bank","2021","1472","1"
"World Bank","2021","780","1"
"World Bank","2021","2345","1"
"World Bank","2021","2354","1"
"World Bank","2021","2355","1"
"World Bank","2021","2346","1"
"World Bank","2021","1465","1"
"World Bank","2021","1466","1"
"World Bank","2021","2298","1"
"World Bank","2021","2300","1"
"World Bank","2021","2285","1"
"World Bank","2021","724","1"
"World Bank","2021","2349","1"
"World Bank","2021","2284","1"
"World Bank","2021","726","1"
"World Bank","2021","2279","1"
"World Bank","2021","1695","1"
"World Bank","2021","1468","1"
"World Bank","2021","1486","1"
"World Bank","2021","2305","1"
"World Bank","2021","2306","1"
"World Bank","2021","358","1"
"World Bank","2021","1716","1"
"World Bank","2021","1686","1"
"World Bank","2021","1711","1"
"World Bank","2021","1694","1"
"World Bank","2021","1697","1"
"World Bank","2021","340","1"
"World Bank","2021","354","1"
"World Bank","2021","374","1"
"World Bank","2021","2293","1"
"World Bank","2021","1684","1"
"World Bank","2021","2302","1"
"World Bank","2021","69","1"
"World Bank","2021","180","1"
"World Bank","2021","1339","1"
"World Bank","2021","1340","1"
"World Bank","2021","2126","1"
"World Bank","2021","1246","1"
"World Bank","2022","137","1"
"World Bank","2022","138","1"
"World Bank","2022","1610","1"
"World Bank","2022","476","1"
"World Bank","2022","1047","1"
"World Bank","2022","1049","1"
"World Bank","2022","1922","1"
"World Bank","2022","142","1"
"World Bank","2022","157","1"
"World Bank","2022","160","1"
"World Bank","2022","1021","1"
"World Economic Forum","2019","976","1"
"World Vision","2021","475","1"
"World Vision","2021","477","1"
"Wudad et al.","2021","2018","1"
"Wudad et al.","2021","2021","1"
"WWF","2007","570","1"
"WWF","2007","553","1"
"WWF","2007","554","1"
"WWF","2007","555","1"
"WWF","2007","588","1"
"WWF","2007","585","1"
"WWF","2007","586","1"
"WWF","2007","587","1"
"WWF","2007","560","1"
"Yadvinder-Singh et al.","2014","1272","1"
"Yan and Alvi","2022","1297","1"
"Yan and Alvi","2022","1293","1"
"Yen et al.","2019","79","1"
"Yen et al.","2019","22","1"
"Yen et al.","2019","23","1"
"Yen et al.","2019","54","1"
"Yen et al.","2019","49","1"
"Yen et al.","2019","50","1"
"Yen et al.","2019","63","1"
"Yen et al.","2019","80","1"
"Yen et al.","2019","81","1"
"Yen et al.","2019","46","1"
"Yen et al.","2019","48","1"
"Yen et al.","2019","43","1"
"Yen et al.","2019","77","1"
"Yen et al.","2019","90","1"
"Yigezu et al.","2021","949","1"
"Yigezu et al.","2021","951","1"
"Yigezu et al.","2021","954","1"
"Yuan et al.","2022","41","1"
"Zacharias et al.","2014","1372","1"
"Zacharias et al.","2014","1384","1"
"Zazueta-Gutiérrez et al.","2021","791","1"
"Zazueta-Gutiérrez et al.","2021","727","1"
"Zazueta-Gutiérrez et al.","2021","744","1"
"Zhai and Zhuang","2009","1452","1"
"Zhao et al.","2017","162","1"
